row_label,col_1
13-R-3927,"Miller Meters, Inc. Co."
18-R-1565,Minneapolis Honeywell Regulator Mississippi Lime Co.
14-R-1449,
10-R-2033,"Morretti Harrah Marble Co., Inc."
6-R-1620,National Can Corp.
10-R-2463,National Kaolin Products Co.
14-R-1414,National Machine Co.
6-R-1715,Northeastern Container
13-R-3632,Corp. Northwestern Publishing Co. (WDAN) a Corp.
5W-R-37,Norwood Veneer Co.
11-R-997,"Omar, Inc."
21-R-3263 15-R-1876,"Orange Belt Fruit Distributors, Inc. Owosso Mfg. Co."
19-R--2037,Pacific Car & Foundry Co.
8-RE-27,Packard Motor Car Co.
14-R-1499,Paramount Shoe Mfg. Co.
18-R-1493,Parris Dunn Associates.
18-R-1494,Parris Dunn Corp.
13-R-4076,"Patex Bros., Inc."
17-R-1450,"Peck, George B., Inc."
13-R-3515,Peerless Tool & Engineering Co.
5-R-2441,Peoples Life Insurance Co.
4-R-1436,Philadelphia Record Co.
10-R-2477,"Phillips, Dr. P., Canning Co."
5-R-2328,"Phillip Morris & Co., Inc."
6-R-1661,Aircraft Corp.
,"Piper Postex Cotton Mills,"
16-R-2030 13-R-3454,"Inc. Pressed Steel Car Co., Inc.,"
21-R-3124,Domestic Appliance Division. Procter & Gamble Distributing Co.
5-R-2480,Quaker City Life Insurance Co.
11-R-108i),Quaker Maid Co.
1-R-3101,"Ramsay Mills, Inc. Co., The Scientific"
9-R-2299 2-R-7036,Randall Reade
,Corp. Reed Roller Bit Co.
16-R-1854,Roane-Anderson
10-R-1369,Co.
5-R-2614,Roanoke Coca-Cola Bottling
21-R-3689,"Works, Inc. Robin Hood Sportswear of California."
10-R-2008,Rome Machine & Foundry Co.
7-R-2450 14-R-1411,Saginaw National Mattress Co. Louis Public Service Co.
,"St. Salant & Salant, Inc."
15-R-1871,Schuylkill
15-R-1796,Products Co.
20-R-1851,"Scott, Hall Motor Car Co. Print, Inc."
1-R-3606,Shaw Clay Co.
10-R-2464,Southeastern Southern California Gas
21-R-3573 10-R-2499,Co. Southern Fruit
,"Distributors, Spinning Mills."
10-R-2376,"Inc. Southern Metals, Inc., F. G. Liebhardt"
17-R-1474,Southwest d/b/a. Appliance Corp.
13-R-4074 1-RE-50,"Specialties Sprague, C. H., & Son Co."
,"Oil Co. Oil Mills, Inc."
8-R-2132,"Standard Suffolk Peanut Co.,"
5-R-2848,The. Mfg. Co.
5-R-2840 16-R-1842,Suffolk
1-R-3565,"SuLsky Sussex Hats,. Inc."
16-R-1713,Swift & Co.
,Teesdale Mfg. Co.
7-R-2415,Tenn. Valley Broadcasting
10-R-2562,
,Co.
,"Texarkana Casket Co., The"
18-R-2148,
