row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Delaware,9,3,1,2,0,0,6,574,476,190,91,99,0,0,286,65
Maryland,50,20,16,3,0,1,30,3004,2793,1393,857,181,12,343,1400,1045
District of Columbia,23,15,13,0,0,2,8,920,740,430,321,7,0,102,310,531
Virginia,47,24,18,2,0,4,23,21455,19574,17777,14737,55,43,2942,1797,19609
West Virginia,34,16,14,2,0,0,18,2161,2002,700,595,83,22,0,1302,465
North Carolina,43,15,11,4,0,0,28,5067,4464,1991,1674,312,5,0,2473,1694
South Carolina,16,8,8,0,0,0,8,1977,1817,866,853,13,0,0,951,558
Georgia,62,24,19,5,0,0,38,5566,5130,1961,1692,258,11,0,3169,1443
Florida,86,40,26,9,1,4,46,4327,4159,1992,1495,303,12,182,2167,1735
South Atlantic,370,165,126,27,1,11,205,45051,41155,27300,22315,1311,105,3569,13855,27145
Kentucky,56,29,14,11,3,1,27,2968,2782,1504,1028,262,145,69,1278,1176
Tennesse,54,21,18,3,0,0,33,5891,5566,2322,2055,267,0,0,3244,1312
Alabama,47,11,10,0,1,0,36,3197,2970,1154,1105,20,23,6,1816,868
Mississippi,21,9,7,1,0,1,12,3459,3246,1315,1023,223,0,69,1931,887
East South Central,178,70,49,15,4,2,108,15515,14564,6295,5211,772,168,144,8269,4243
Arkansas,24,10,9,0,1,0,14,1599,1457,634,496,73,65,0,823,585
Louisiana,31,15,5,6,1,3,16,1987,1645,712,340,168,68,136,933,806
Oklahoma,25,9,5,4,0,0,16,1169,981,434,247,187,0,0,547,277
Texas,92,56,45,6,2,3,36,4610,4010,2421,1626,421,31,343,1589,2788
West South Central,172,90,64,16,4,6,82,9365,8093,4201,2709,849,164,479,3892,4456
,,11,5,3,0,3,18,926,837,363,105,144,16,98,474,342
Montana,29 16,,1,,0,0,11,394,348,175,40,135,0,0,173,158
,3,5,,4,,,,,355,,,,,,,403
Idaho Wyoming,,3,1,0,2,0,0,403,,347,50,0,297,0,8,457
Colorado,39,22,17,3,1,1,17,982,897,441,321 173,64 3,39 0,17 21,456 270,74
New Mexico Anzona,12 29,7 15,5 8,0 4,0 1,2 2,5 14,"521 1,368","467 1,197",197 501,320,77,14,90,6,359
I Itah,10,4,3,1,0,0,6,583,492,193,27,166,0,0,299,36
