row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Delaware,16,4,4,0,0,12,1166,1041,358,358,0,0,683,210
Maryland,47,21,21,0,0,26,2600,2284,1131,1094,0,37,1153,888
District of Columbia,16,14,10,0,4,2,997,678,564,1 1 I,0,453,114,982
Virginia,27,16,15,0,1,11,5140,4770,1623,1610,0,13,3147,1307
West Virginia,36,20,18,1,1,16,3180,2857,1327,1114,191,22,1530,805
North Carolina,25,7,5,1,1,IS,4198,3901,1527,1468,39,20,2374,238
South Carolina .,9,3,3,0,0,6,574,540,229,229,0,0,311,122
Georgia,39,20,17,1,2,19,3178,2712,1390,1338,39,13,1322,1923
Florida,87,47,42,2,3,40,7117,6919,3154,3028,40,86,3765,2374
South Atlantic,302,152,135,5,12,150,28150,25702,11303,10350,309,644,14399,8849
Kentucky,54,27,22,5,0,27,6496,5802,2487,2313,174,0,3315,2152
Tennessee,49,27,25,I,I,22,2966,2724,1424,1394,13,17,1300,1849
Alabama,39,20,. 19,0,I,19,6249,5906,2121,2074,42,5,3785,960
Mississippi,9,5,4,0,1,4,836,761,310,294,0,16,451,268
East South Central,151,79,70,6,3,72,16547,15193,6342,6075,229,38,8851,5229
Arkansas,15,8,8,0,0,7,1455,1337,674,674,0,0,663,604
Louisiana,26,15,12,2,1,11,1809,1539,684,552,100,32,855,623
Oklahoma,19,5,5,0,0,14,1486,1298,478,475,3,0,820,155
Texas,59,27,24,0,3,32,4861,4315,1925,1836,4,85,2390,1434
West South Central,119,55,49,2,4,64,9611,8489,3761,3537,107,117,4728,2816
Montana,IS,10,10,0,0,8,468,385,195,195,0,0,190,170
Idaho,7,5,4,0,1,2,176,133,97,88,0,9,36,163
Wyoming,4,1,1,0,0,.. 3,270,237,85,85,0,0 0,152,4
Colorado,21,12,12,0,0,9,665,567,266,264,2,,301,374
New Mexico,15,8,7,I,0,7,974,905,576,568,8,0,329,
Arizona,20,9,8,1,0,II,2653,2339,1315,1295,20,0,1024,"612 1,277"
Utah,,6 2,2,0,0,4,144,134,48,48,0,0,86,35
,,35,19,0,0,16,1110,926,440,440,,,486,
Nevada,,19,,,,,,,,,0,0,,418
