row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
,10,3,1,2,0,0,7,601,501,191,92,99,0,0,310,65
Delaware Maryland,57,21,16,4,0,1,36,3138,2913,1441,858,220,18,345,1472,1101
Distnct of Columbia,25,15,13,0,0,2,10,986,804,432,323,7,0,102,372,531
Virginia,55,25,19,2,0,4,30,22712,20719,18173,15133,55,43,2942,2546,19655
West Virginia,37,16,14,2,0,0,21,2202,2042,713,605,86,22,0,1329,465
North Carolina,51,18,14,4,0,0,33,5688,5034,2270,1953,312,5,0,2764,1983
South Carolina,18,8,8,0,0,0,10,2787,2565,1231,1218,13,0,0,1334,558
Georgia,73,27,22,5,0,0,46,6687,6107,2346,2077,258,11,0,3761,1794
Florida,102,44,28,10,I,5,58,4958,4763,2379,1750,352,51,226,2384,2117
South Atlantic,428,177,135,29,1,12,251,49759,45448,29176,24009,1402,150,3615,16272,28269
Kentucky,59,31,16,,,,28,3185,2990,1614,1137,263,145,69,1376,1386
Tennesse,70,23,19,11,3,1,47,7535,7032,2856,2566,,0,9,4176,1348
Alabama,59,13,12,3 0,0 1,1 0,46,3885,3603,1371,1320,281 22,23,6,2232,1006
Mississippi,24,10,8,1,0,1,14,4095,3844,1602,1200,223,0,179,2242,1114
East South Central,212,77,55,15,4,3,135,"18,7013",17469,7443,6223,789,168,263,10026,4854
Arkansas,37,13,II,0,I,I,24,"3,644 2,235","3,258 1,867",1538,1374,88,65,11 136,1720,1393
Louisiana,40 31,17,7,6 4,I 1,3,23,1833,1616,756 755,379,173,68,0,1111,816
Oklahoma Texas,,12,7,,,0,19,6437,5588,3405,"543 1,968",187,35,,851,853
,113,65,49,9,2,5,48,,,,,1025,31,381,2183,4261
West South Central,221,107,74,19,5,9,114,14149,12329,6454,4264,1473,199,528,5865,7323
Montana,34 18,14 5,6 1,4,0,4,20,1013,911 402,397,109,155,16,117,514,405 158
Idaho,,,2,4,0,0,13,453,,199,64,135,0,0,203,
Wyoming Colorado,5,4,,0 4,2,0,1,660,604,430,133 391,0 81,297 39,0,174 628,516
Mexico,51 17,23,17,,1 0,1,28,"1,264 595","1,156 539",528,,3,0,17,,470 119
New Arizona,46,10,8,0 5,1,2,7,,,235,211,126,19,21,304,458
Utah,14,19 4,11 3,,,2,27 10,"1,737 693","1,539 600",641,406,,,90 0,898,
