row_label,Standard Federal regions,All cases,All C cases,CA,CB,CC,CD,CE,CP,All R cases,RC,RM,RD,UD,AC,UC
"Total, all Federal regions","Total, all Federal regions",42873,27726,17978,6471,2026,599,143,509,14082,11891,1014,1177,98,203,241
