row_label,col_1,col_2
VIII,Sixty-Second Annual Report of the National Labor Relations Board,Sixty-Second Annual Report of the National Labor Relations Board
CHAFFER,CHAFFER,PAGE
V.,Unfair Labor Practices,47
,A. Employer Discrimination Against Employees,47
,' Striker Reinstatement,47
,B. Employer Bargaining Obligation,49
,1. Mandatory Bargaining Subject,49
,2. Withdrawal of Recognition,50
,3. Successor Employer,52
,4. Duty to Furnish Information,53
,C. Union Interference with Employee Rights,54
,1. Obligation to Provide a Beck Objector with Financial Information,55
,2. Duty of Fair Representation,56
,D. Remedial Order Provisions,57
VI.,Supreme Court Litigation,61
VII.,Enforcement Litigation,63
,A. Jurisdiction,63
,B. Employer's Right to Control Its Property,64
,C. Supervisory Status of Nurses,65
,D. Successor Employer's Right to Set New Working Conditions,67
,E. Remedies,68
VIII.,Injunction Litigation,73
,A. Injunction Litigation Under Section 10(j),73
,B. Injunction Litigation Under Section 10(1),77
IX.,Contempt Litigation,79
X.,Special Litigation,83
,A. Litigation Concerning the Board's Representation Case Jurisdiction,83
,B. Litigation Involving the General Counsel's Prosecutorial Discretion and the Board's Unfair Labor Practice Jurisdiction,84
,C. Litigation Under the Equal Access to Justice Act,86
,D. Litigation to Enforce Board Subpoenas,88
,E. Litigation Concerning NLRA Preemption,88
,F. Miscellaneous,89
Index,of Cases Discussed,91
Appendix:,Appendix:,
,Glossary of Terms Used in Statistical Tables,93
,Subject Index to Annual Report Tables,101
,Statistical Tables for Fiscal Year 1997 ••,103
