Size of unit (number of employees),Number eligible to vote,Total elections / Number,A. Certification elections (RC and RM) / Elections in which representation rights were won by / AFL-CIO unions / Percent by size class,A. Certification elections (RC and RM) / Elections in which representation rights were won by / AFL-CIO unions / Number,A. Certification elections (RC and RM) / Elections in which representation rights were won by / Teamsters / Percent by size class,A. Certification elections (RC and RM) / Elections in which representation rights were won by / Teamsters / Number,A. Certification elections (RC and RM) / Elections in which representation rights were won by / Other national unions / Percent by size class,A. Certification elections (RC and RM) / Elections in which representation rights were won by / Other national unions / Number,A. Certification elections (RC and RM) / Elections in which representation rights were won by / Other local unions / Percent by size class,A. Certification elections (RC and RM) / Elections in which representation rights were won by / Other local unions / Number,A. Certification elections (RC and RM) / Elections in which representation rights were won by / Total unions / Percent by size class,A. Certification elections (RC and RM) / Elections in which representation rights were won by / Total unions / Number,Elections in which representation rights were won by / Elections in which no union was chosen / Percent by size class
Total RC and RM elections,206225,3314,100.0,976,100.0,413,100.0,54,100.0,165,100.0,1706,100.0
"All size-class rows (Under 10 through 2,000 to 2,999)",,,,,,,,,,,,,
