row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Illinois......................................................................,2162,1760,1181,419,80,54,0,0,26,379,297,14,68,14,4,5
Indiana....................................................................,1052,931,737,179,9,3,1,0,2,114,95,4,15,5,0,2
Michigan..................................................................,2098,1774,1243,499,16,6,0,3,7,298,238,5,55,11,0,15
Ohio........................................................................,2257,1904,1473,379,34,7,1,3,7,327,263,14,50,7,1,18
Wisconsin................................................................,897,674,506,145,15,2,1,4,1,217,181,7,29,4,0,2
East North Central..............................................,8466,7043,5140,1621,154,72,3,10,43,1335,1074,44,217,41,5,42
Alabama..................................................................,513,459,401,57,0,0,1,0,0,49,40,1,8,1,0,4
Kentucky..................................................................,478,416,347,62,2,5,0,0,0,55,45,0,10,4,0,3
Mississippi..............................................................,232,209,176,28,0,1,0,0,4,23,9,0,14,0,0,0
Tennessee................................................................,586,529,418,110,0,0,1,0,0,57,44,4,9,0,0,0
East South Central..............................................,1809,1613,1342,257,2,6,2,0,4,184,138,5,41,5,0,7
New Jersey..............................................................,1477,1202,905,250,21,21,0,1,4,246,213,7,26,13,0,16
New York................................................................,3802,3195,2063,970,85,36,0,10,31,567,462,19,86,17,2,21
Pennsylvania............................................................,2032,1695,1328,288,48,16,7,0,8,319,269,5,45,4,1,13
Middle Atlantic..................................................,7311,6092,4296,1508,154,73,7,11,43,1132,944,31,157,34,3,50
Arizona....................................................................,414,358,317,36,5,0,0,0,0,55,45,1,9,0,0,1
Colorado..................................................................,484,443,365,69,7,1,1,0,0,41,34,2,5,0,0,0
Idaho........................................................................,86,72,62,10,0,0,0,0,0,14,14,0,0,0,0,0
Montana..................................................................,84,61,53,8,0,0,0,0,0,19,6,1,12,1,0,3
New Mexico............................................................,199,165,131,33,0,0,0,1,0,32,24,1,7,0,0,2
Nevada....................................................................,632,557,418,114,12,7,5,1,0,72,54,1,17,0,0,3
Utah........................................................................,99,83,64,19,0,0,0,0,0,15,13,0,2,0,0,1
Wyoming................................................................,27,20,15,5,0,0,0,0,0,7,6,0,1,0,0,0
Mountain............................................................,2025,1759,1425,294,24,8,6,2,0,255,196,6,53,1,0,10
,,,,,,,,,,,69,2,15,1,0,
Connecticut..............................................................,623,534,426,96,8,3,0,1,0,86,,3,,,,2
Massachusetts.......................................................... Maine......................................................................,956,842,689,138,8,4,2,0,1,95,83,,9,1,1,17 0
,98,88,81,7,0,0,0,0,0,10,9,0,1,0,0,
