row_label,Size of establishments (number of employees),Total / Total number of situations,Total / Percent of total,Total / Cumulative percent of total,Type of situation / CA / Number of situations,Type of situation / CA / Percent of situations,Type of situation / CB / Number of situations,Type of situation / CB / Percent of situations,Type of situation / CC / Number of situations,Type of situation / CC / Percent of situations,Type of situation / CD / Number of situations,Type of situation / CD / Percent of situations,Type of situation / CE / Number of situations,Type of situation / CE / Percent of situations,Type of situation / CG / Number of situations,Type of situation / CG / Percent of situations,Type of situation / CA-CB combined / Number of situations,Type of situation / CA-CB combined / Percent of situations,Type of situation / Other C combined / Number of situations
Total,26143,100.0,,17912,100.0,5690,100.0,1764,100.0,479,100.0,106,100.0,51,100.0,633,100.0,1474,100.0
"All size classes (Under 10 through Above 5,000)",,,,,,,,,,,,,,,,,,,
