row_label,col_1,col_2
Total number of cases closed before Issuance of complaint,460,100 0
Agreement of the parties-informal settlement,192,91 7
Before 10(k) notice,154,335
"After 10(k) notice, before opening of 10(k) hearing",36,78
"After opening of 10(k) hearing, before issuance of Board decision and determina- tion of dispute",2,04
Compliance with Board decision and determination of dispute,16,35
Withdrawal,168,365
Before 10(k) notice,150,326
"After 10(k) notice, before opening of 10(k) hearmg",16,35
"After opening of 10(k) hearing, before issuance of Boarddecision and determina- tion of dispute",i,02
After Board decision and determination of dispute,i,02
Di/MI/3881,84,18 3
Before 10(k) notice,63,13 8
"After 10(k) notice, before opening of 10(k) hearmg After opening of 10(k) hearing, before issuance of Board decision and determina-",11,24
tion of dispute,2,04 17
By Board decision and determination of dispute,8,
