row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21
"4,000-4,999",131,05 12,976 988,76 199,03 09,44 111,06 16,0 3,00,0,00,0,00,1,32,0,00,10,09,0,00
"5,000-9,999",343,,,,,,,,03,0,00,1,24,0,00,0,00,29,25,0,00
"Over 9,999",330,t2,1C83 0,211,10,102,15,3,03,0,00,0,00,1,32,0,00,13,II,0,00
