row_label,col_1
15-R-20611 1-R-3468,Malvern Brick & Tile Co. Manchester Knitted Fashion & Manchester Sport
13-R-8810,"Mandel Bros., Inc."
13-R-4429,"Mark, Clayton & Co."
1-R-3145,"Manning, Bowman & Co."
15-R-1794,Mansfield Hardwood Lumber Co.
13-R-4090,Marshall Field & Co.
18-R-4306,Marshall Field & Co.
5-R-2910,"Martin, Glenn L., Co."
20-R-1792,Martinoitch Shipbuilding Co.
5-R-2802,Martinsville Novelty Corp.
8-R-2297,Mason & Son Coal Co.
1-R-8405,Massachusetts Bonding & Co.
,Insurance
18-R-4888,Matthiessen & Hegeler Zinc Co.
21-R-8416,"May Co., The."
21-R-3562,"May Department Stores Co., The."
16-R-1983,Med-Co. Gasoline Co.
15-R-1913,"Memphis Butchers Association, Inc."
21-R-8988,Men's Fashion of California.
16-R-1737,Merchants Delivery Service.
1-R-8459,"Merchants National Bank of Boston, The."
13-R-3587,Merchants Packing Co.
10-R-2642 15-R-2057,"Meredith, William C., Co., Inc. Meridian Grain & Elevator Co."
1-R-8088,"Metals Controls Corp., General Plate Division of."
2-R-6761,"Meyer, Jos. H., Bros."
21-R-8400,Miami Copper Co.
8-R-2261,"Midland Steamship Line, Inc. Glass Works, Inc."
2-R-6735,"Milford Miller Meters, Inc."
13-R-3927 21-R-8486,Milliron's.
6-R-1474,Minds Coal Mining Corp. Minneapolis
18-R-1565,Honeywell Regulator Co. Mississippi Lime Co.
14-R-1449 15-R-2106,Mississippi Products Co.
,Mississippi Valley Barge Line Co. Mfg. Co.
9-R-2428,
18-R-8690 8-R-2815,"Mitchell Model Dairy Kichner, R."
11-R-1223,"W., d/b/a. Modern Machine & Pattern Co. Portland Cement Co."
,Mining Co.
21-R-8489 6-R-1472,Monolith Monroe
10-R-2231,Monsanto Chemical Co.
,Monsanto Chemical Co. Monsanto Chemical Co.
10-R-2585,
16-R-1840 8-R-1245,"Montgomery Ward & Co., Inc."
,"Ward & Co., Inc."
17-R-1585,"Montgomery Ward Co., Inc., a"
"19-R,-1870",Montgomery corporation. & Co.
9-RE-14,"Marble Co., Inc."
,Moore-Eastwood
10-E-2033 10-R-2474,Morretti-Harrah Turning Co.
16-R-1758,Morrison Steel CA).
4-R4567,"Mosher Rebuilders, Inc."
2-R-6373,Motor Ice Fuel Corp.
,Mountain Leather Co.
1-R-8589 10-It-2561,Murray Shoals Broadcasting
,Muscle Co. Fertilizer Co.
10-R-2021,"Mutual Co., The. Sidney, Inc."
13-R-3787,Myers-Sherman
16-R-2168,"Myers,"
,Cotton Oil Mill Corp. Hardwood Co.
10-R-1946 15M-R-77,Nashville Nashville
15-R-1678 6-R-1620,"Natchez Hardwood Co. National Can Corp. National Cash Register Co.,"
9-R-2557 2-R-7760,National Chair Furniture Co.
,The. Container Corp.
10-R-2654,National
,Electric Products Corp.
6-R-1514,National
