row_label,col_1,col_2,col_3
Received-Closed-Pending,1,Ruled On,11B
Distribution of Intake :,5,Size of Units Types of Elections Union-Shop Deauthorization,17
by Industry Geographic,6,Polls-Results of,11
Court Litigation,,Valid Votes Cast,12 14
Appellate Decisions,19A,Unfair Labor Practice Cases,
Enforcement and Review Injunction Litigation,20 19,Received-Closed-Pending,"1, 1A"
Miscellaneous Litigation,21,"Allegations, Types of Disposition :",2
Representation and Union,,by Method,7 8
Deauthorization Cases General,,by Stage Jurisdictional Dispute Cases (Before Complaint),7A
Received-Closed-Pending,"1, 1B",Formal Actions Taken,3A
Disposition : by Method,10,Remedial Actions Taken Size of Establishment,4
by Stage Formal Actions Taken,9,(Number of Employees),18
Elections,3B,Amendment of Certification and Unit Clarification Cases,1
Final Outcome Geographic Distribution,13 15,Received-Closed-Pending Disposition by Method,10A
Industrial Distribution,16,Formal Actions Taken,3C
Objections/Challenges : Elections Conducted,11A,Advisory Opinions,
Dispositions,11D,Received-Closed-Pending,22
Party Filing,11C,Disposition by Method,22A
