Method and stage of disposition,All R cases / Num-ber,All R cases / Percent,All R cases / Num-ber,RC cases / Percent,RC cases / Num-ber,RC cases / Percent,RM cases / Num-ber,RM cases / Percent,RM cases / Num-ber,RD cases / Percent,RD cases / Num-ber,RD cases / Percent,UD cases / Num-ber,UD cases / Percent
"Total, all cases",6565,100.0,5052,100.0,514,100.0,770,100.0,196,100.0,,,,
