row_label,col_1,col_2,col_3
9-R-2647,"General Electric Co., Kentucky Glass Works.",21-R-4052 13-R-4317,Linde Air Products. Link Belt Co.
21-R-3968,General Electric Co.,15-R-2264,Lion Oil Co.
21-R-4081,General Electric Co.,21-R-4028,Lockheed Aircraft Corp.
8-R-2540,General Motors Corp.,21-R-3567,Los Angeles Brewing Co.
10-R-2737,General Shale Products Corp.,,
10R-1958,General Shoe Corp.,21-R-3570 14-R-1769,McKee Steward & Co. Maco Foundry & Enamel
2-R-6900,General Steel Products Corp.,4-R-2716,Shop. Macungie Silk Co.
15-R-2242,Gooch Bros. Lumber Co.,21-R-3568,Maier 'Brewing Co.
9-R-2501,"Goodrich, B. F., Chemi- cal Co.",13-R-4429,"Mark, Clayton, & Co. Marshall Field & Co."
21-R-3566,Grace Bros. Brewing Co.,13-R-4447 10-R-2711,Mascot Stove Co.
10-R-2726,"Great Atlantic & Pacific Tea Co., The.",15M-R-108,Minnesota Mining & Manufacturing Co.
13M-R-16,Green Bay Drop Forge Co.,2-R-7880,"N. A. P. A., New York"
16-R-2246 13-R-4439,Gulf Oil Corp. Gunite Foundries Corp.,10-R-2654,"Warehouse, Inc. National Container"
"10,R-2730",H & H Manufacturing,91-R-1337,"Corp. Noblitt Sparks Indus- tries, Inc."
8-R-2612 16-R-2352,"Co. Hanna, M. A., Co., The.",20-R-2221 5-R-3026,Norcal Packing Co. Norfolk Southern Bus
13M-R-9,Harden Mortgage Loan Co. Harnisheeger Corp.,18-R-1886,Corp. Norway Needlecraft Corp.
23-R-319,"Hawaiian Dredging Co., Ltd.",,
1-R-3849,Heywood Narrow Fabric Co.,8-R-2698 16-R-2428,"Ohio Fuel Gas Co., The. Oklahoma Rig & Supply"
4-R-2719 2-R-7802,"Hill, C. V. & Co., Inc. Hinzman & Waldmann.",16-R-2293,Co. Oklahoma Scrap Paper
4-R-2757,Home Furniture Co.,,Co.
16E-R-17,Hortex Manufacturing,17D-R-55 15-R-2134,"Omar, Inc. Orleans Materials &"
21-R-4069,Co. Hudson Sales Corp.,21-R-4073,Equipment Co. Inc. Pacific Air Motive' Corp.
91-R-1346,Indianapolis Power & Light Co.,5-R-2986 13-R-4525,Palace Laundry & Dry Cleaning Corp. Paper Container Manu-
10-R-2800 10-R-2765,"J & J Veneer Co. Jonhson City Foundry & Machine Works, Inc.",2-R-7787 2-R-7938,"facturing Co. Paramount Pictures, Inc. Paterson Boiler & Tank,"
16E-R-22,"Johnson, Charles Eneu,",,Inc.
2-R-7894,Sr Co. Jersey Publishing Co.,10-R-2770,Phillips & Buttorff Man= ufacturing Co.
7-R-2714,Kalamazoo Vegetable Parchment Co.,15M-R-97,Pierce-Williams Basket
,"Kallaher & Mee, Inc.",8-R-2642,"Co. Pipe Machinery Co., The."
1-R-3779 17-R-1810,Kansas City Power & Light Co.,13-R-4436,Piston Ring Co. Pittsburgh Plate Glass
9-R-2757,"Kelly, 0. S., Co., The. Kendall Mills,",16-R-2331,Co.
1-R-3884,Finishing Division of the,8-R-2547 15M-R-117,Pure Oil Co. Radiant Glass Co.
4-R-2504,"Ken- . dall Co. Keystone State Shoe Co.,",2-R-5495,Radio Corp. of America. Radiomarine Corp. of
8-R-2660,Inc.,2-R-7202,America.
,Kinsman Transit Co. Knox Metal,21-R-3569 16-R-2275,Rainer Brewing Co. Reed Roller Bit Co.
10-R-2573,"Products,",5W-R-2,"Roanoke Mills, No. 1."
,Kol-Master Corp.,2-R-7812,"Royle, John, & Sons."
13-R-4326,,,
