row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Total,5625,5074,90 2,3263,1 811,4499,4008,89 1,1032,2976
AFL-CIO,5477,4941,90 2,3162,1779,3957,3516,889,893,2623
Unaffiliated,148,133,89 9,101,32,542,492,90 8,139,353
