row_label,col_1,col_2,col_3
18-RC-32 5-RC-89 13-RC-50 21-RC-87 18-RC-26 18-RC-62 16-RC-15 2-RC-6. 16-RC-45,"Wells, Marshall, Co. Westbrook Enterprise. West Central Broadcast- ing Co. West Coast Rendering & Fertilizer Co. Western Electric Co. Western Electric Co. Western Foundry Co. Western Gateway Broad- casting Co.",4-RC-9 32-RC-21 2-RC-109 6-RC-24 32-RC-28 36-RC-70,"WFIL, Triangle Publica- tions, Philadelphia tIn- quirer, d/b/a. White, Ed, Jr., Shoe Co. Whiteford Plastics Co., , Inc. Williams ' Grove Clay Pioducts Co.,' Inc. Winburn Clay Products"
"LMRA, RM cases-petition by an employer for certification of representatives for","LMRA, RM cases-petition by an employer for certification of representatives for","LMRA, RM cases-petition by an employer for certification of representatives for","LMRA, RM cases-petition by an employer for certification of representatives for"
18-RM-4,"Lumber Co. Salmon Industry, Inc. •",2-RM-20,"Food Products A. M., & Co."
21-RM-37 •,"Industry Council,",3-RM-1,- Inc.
.21-RM-36,"Louella, a Cali- fornia corp:",21-RM-3,•Maine Machine Ltd.
• 1-RM-12,"Products, Inc. Wholesale Gro-",,"9 (c) (1) (8) Katz Kidder, Lake"
4-RM-3,Co.,1-RM-8,Co. Windolph Motor Co. Wine Growers Guild Cen-
,Circle F Coca-Cola Bottling Co.,• 2-R,"American Co., Inc."
2-RC-160 8-RC-97,".Westex Boot & Shoe Co. -Westinghouse Electric Corp., Lamp Division. Westinghouse Electric Corp.",20-RC-10 30-RC-3 20-RC-58 18-RC-66,"tral Cellars. Winter-Weiss Co. Winton Lumber,Co. Wisconsin Telephone Co."
8-RC-110,Westinghouse Electric Corp.,13-RC-133,Woodstock Typewriter Century & American Corp.
20-RC-107,Westinghouse Electric Corp.,"1-RC-423 ,",Worthy Paper Co. As- sociation.
19-RC-89,West Tacoma News Print ' Paper Co.,,Cabinet Corp.
19-RC-38,"Weyerhaeuser Timber Co., Longview Branch.",2-RC-229 2-RC-248,"Yonkers Zophar Mills, Inc."
,of collective,14-RM-4,Tankers Corp.
purpose bargain'ng under section,purpose bargain'ng under section,purpose bargain'ng under section,purpose bargain'ng under section
19-RM-2,Ahonen Alaska,6-RM-3,Co.
,Baking eta!.,,"•Loewenstein,'. Hermann,"
,"Ballerino,",,"Works,"
21-RM-43,Ben-Hur Brockton cery Co.,21-RM-34 10-RM-15,"Marsh, Murray B., Co., Inc. Merrill-Stevens Dry Dock"
,Manufacturing,,& Repair Co. Morgan Bros. Co.
36-RM-9,"of La Grande, Oreg.",21-RM-38,Motor Pattern & Manu- facturing Co.
2-RM-22,"Ehlenberger, George, & Co., Inc.",M-33,North Phillips
• 18-RM.-2,"Engineering Research As- sociates, Inc.",13-RM-3,"Ny-Lint Tool & Manu- facturing Co., Bernard Klint, Grace Klint, et"
21-RM-4,"Felton, 0. E.",,"al., d/b/a."
,,36-RM-6,Pondosa Pine Lumber Co.
8-RM-6,"Harris Seybold C o., Harris Division of.",2-RM-26,"Prescott, J. L., Co."
"2-RM-21 21-RM-29,","Jed-Rose Knitting Mills. Johnson, De De.",5-RM-6,Safety Motor Transit Corp. •
,"Joy Manufacturing Co., Sullivan Division, Mich-",2-RM-18 21-RM-39,"Saxon Steel Service, Inc. Sealright Pacific, Ltd."
13-RM-12,,18-RM-25,Wawina Co-op Society.
,igan City plant.,,
