Type of election,All R elections / Total elections,All R elections / Withdrawn or dismissed before certification,All R elections / Resulting in reruns or runoff,All R elections / Resulting in certification,RC elections / Total elections,RC elections / Withdrawn or dismissed before certification,RC elections / Resulting in reruns or runoff,RC elections / Resulting in certification,RM elections / Total elections,RM elections / Withdrawn or dismissed before certification,RM elections / Resulting in reruns or runoff,RM elections / Resulting in certification,RD elections / Total elections,RD elections / Withdrawn or dismissed before certification,RD elections / Resulting in reruns or runoff,RD elections / Resulting in certification
All types,4309,1,98,4210,3607,1,70,3536,105,0,18,87,597,0,10,587
Consent / Stipulated / Regional Director-directed / Board-directed / Expedited,,,,,,,,,,,,,,,,
