Size of unit (number of employees),Number eligible to vote,Number of elections,Percent of total,Elections in which representation rights were won by AFL-CIO affiliates — Number,Elections in which representation rights were won by AFL-CIO affiliates — Percent,Elections in which representation rights were won by Unaffiliated unions — Number,Elections in which representation rights were won by Unaffiliated unions — Percent,Elections in which no representative was chosen — Number,Elections in which no representative was chosen — Percent
Total,536047,7355,100.0,2708,100.0,1597,100.0,3050,100.0
