Division and State,Total elections,Number of elections in which representatives chosen / Total,Number of elections in which representatives chosen / AFL-CIO,Number of elections in which representatives chosen / Teamsters,Number of elections in which representatives chosen / Other national unions,Number of elections in which no representative chosen / Other local unions,Total number of employees eligible to vote / Number of elections in which no representative chosen,Total valid votes cast / Total number of employees eligible to vote,Valid votes cast for unions / Total valid votes cast,Valid votes cast for unions / Total,Valid votes cast for unions / AFL-CIO unions,Valid votes cast for unions / Teamsters,Total votes for no union / Other national unions,Eligible employees in units choosing representatives
"New England, Middle Atlantic, East North Central, West North Central (continuation - per state)",,,,,,,,,,,,,,
