row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Delaware,9,2,1,1,0,0,7,905,825,301,205,96,0,0,524,37
Maryland,82,37,21,14,0,2,45,4741,4163,1996,1512,365,0,119,2167,2371
District of Columbia,21,14,9,1,0,4,7,600,502,291,201,12,15,63,211,350
Virginia,50,18,11,2,0,5,32,4956,4532,1660,1204,309,0,147,2872,684
West Virginia,24,II,6,2,1,2,13,1431,1263,609,247,214,31,117,654,370
North Carolina,31,15,10,5,0,0,16,2694,2457,1068,703,246,119,0,1389,892
South Carolina,23,11,II,0,0,0,12,3135,2854,1142,1091,51,0,0,1712,752
Georgia,73,28,18,7,I,2,45,6976,6529,2869,2225,562,75,7,3660,2153
Flonda,72,29,15,10,0,4,43,5331,5109,2296,1616,425,12,243,2813,1786
South Atlantic,385,165,102,42,2,19,220,30769,28234,12232,9004,2280,252,696,16002,9395
Kentucky,64,29,II,17,1,0,35,3637,3388,1214,693,401,115,5,2174,732
Tennessee,65,25,17,7,0,1,40,7449,6910,2921,2541,249,5,126,3989,1711
Alabama,62,32,29,3,0,0,30,5065,4630,2302,"2,141 1,383",101 24,41 0,19,"2,328 1,357","2,177 1,376"
Mississippi,22,10,10,0,0,0,12,3005,2806,1449,6758,775,161,42,,5996
East South Central,213,96,67,27,I,1,117,19156,17734,7886,,,,192,9848,
Arkansas,32 40,II,8,2,0,1 2,21 19,"3,915 2,348","3,597 2,155","1,474 812","1,415 575",38 210,0 0,21 27,"2,123 1,343",811 646
Louisiana,,21,13,6,0,,,,,,,,0,,,
Oklahoma,27,8,7,1,0,0,19,1723,1412,749,714,35,,0,663,772
Texas,81,42,27,11,1,3,39,5525,4864,2504,1589,699,22,194,2360,2294
West South Central,180,82,55,20,1,6,98,13511,12028,5539,4293,982,22,242,6489,4523
Montana,26,13,8,2,2,1,13,1085,992,398,94,80,200,24,594,475
Idaho,20,8,3,3,I,1,12,458,408,174,121,28,20,5,234,87
Wyoming,6,2,,,0,0,4,124,114,45,27,0,18,0,69,25
,II,,2,0,0,0,8,1871,,,453,45,16,30,960,321 44
Colorado,32,14 3,12 3,2 0,0,0,18,378,"1,503 365",543 141,78,17,40,5,224,
New Mexico Arizona,24,11,8,,1,0,13,2004,1775,902,703,189,10,0,873,845
iaAh,15,7,4,2 3,0,0,8,401,368,139,83,56,0,0,229,IOC
