Circuit courts of appeals (headquarters),Total fiscal year 1990,Total fiscal year 1985-1989,Affirmed in full / Fiscal year 1990 Number,Affirmed in full / Fiscal year 1990 Percent,Affirmed in full / Cumulative fiscal years 1985-1989 Number,Modified / Fiscal year 1990 Number,Modified / Fiscal year 1990 Percent,Modified / Cumulative fiscal years 1985-1989 Number,Remanded in full / Fiscal year 1990 Number,Remanded in full / Fiscal year 1990 Percent,Remanded in full / Cumulative fiscal years 1985-1989 Number,Affirmed in part and remanded in part / Fiscal year 1990 Number,Affirmed in part and remanded in part / Fiscal year 1990 Percent,Affirmed in part and remanded in part / Cumulative fiscal years 1985-1989 Number,Set aside / Fiscal year 1990 Number,Set aside / Fiscal year 1990 Percent,Set aside / Cumulative fiscal years 1985-1989 Number
Total all circuits,161,931,126,78,727,7,4.4,50,6,3.7,27,8,5.0,58,12,7.4,73
