Action taken,Total all,Remedial action — Employer — Total,Employer — Agreement of parties — Informal settlement,Employer — Agreement of parties — Formal settlement,Employer — Pursuant to Recommendation of admin law judge,Employer — Pursuant to Order of Board,Employer — Pursuant to Order of Court,Remedial action — Union — Total,Union — Agreement of parties — Informal settlement,Union — Agreement of parties — Formal settlement,Union — Pursuant to Recommendation of admin law judge,Union — Pursuant to Order of Board,Union — Pursuant to Order of Court
,11754,,,,,,,,,,,,
Notice posted,8131,7525,6620,164,43,481,217,606,521,23,0,49,13
