row_label,col_1
3-R-I358,Seneca Falls Machine Co.
1-R-3606,"Shaw Print, Inc."
9-R-2421,"Shearer, 0. F., & Sons."
1-R-3155,"Sheffield Farms Co., Inc."
2.-R-6886,"Sheffield Farms Co., Inc."
20-R-1031,Shell Development Co.
1-R-3410,Shell Oil Co.. Inc.
20-R-1743,"Shell Oil Co., Inc."
21-R-3919,Shepherd Tractor & Equipment Co.
20-R-1748,Ship Scaling Contractors Association of San
4-R-2468,Sieling Furniture Co.
7-R-2540,"Simplicity Pattern Co., Inc."
6-R-1480,"Simpson Creek Collieries Co., Inc."
13-R-3882,Sinclair Refining Co.
13-R-4152,Sinclair Refining Co.
18-R-1778,Sioux City Brewing Co.
2-R-7639,"Slater, N. G., Corp."
8-R-2524,Smith Bros. Mfg. Co.
4-R-2113,"Smith, L. B., Inc."
5-R-2600,"Smoky Mountain Stages, Inc."
4-R-2240,"Socony Vacuum Oil Cu, Inc. Socony Vacuum Oil Co., Inc."
6-R-1626,Sohn Bros.
13-R-3714,
13-R-3694,Solem Machine Co.
3-R-1432 9-R-2600,"Solvay Process Co. Sorg Paper Co., The."
,Southeastern Clay Co.
10-R-2464,Southern Acid & Sulphur
16-R-2150 5-It--2514,"Co., Inc. Southern Aid Society of Virginia,"
21-R-3345,Inc. Southern California Gas Co.
21-R-3543,Southern California Gas Co.
21-R-3573,Southern California Gas Co.
10-R-1739,Southern Extract Co.
10-R-1987,Southern Fertilizer & Chemical Co. Inc.
10-R-2499,"Southern Fruit Distributors,"
10-R-2376,Southern Spinning Mills.
10-R-2022,States Phosphate & Fertilizer
13-R-4031,"Southern Southtown Economist, Inc."
,Association Telephone Co. d/b/a.
16E-R-5 17-R-1474,"Southwestern Southwest Metals Inc., F. G. Libhardt"
,Specialties Appliance Corp. Spencer-Cardinal Corp.
13-R-4074 13-R-4172,
2-R-6465,"Gyroscope, Inc. C. H., & Son Co."
1-RE-50,"Sperry Sprague,"
9-R-2603,Distributing Co.
2-R-7047,"Spur Squibb, E. R., & Sons. Standard Brands, Inc."
5-R-2439 20-RE-56,"Brands, Inc."
,Standard Cap & Seal
,Standards
2-R-7250 10-R-2246,Corp. Standard-Coosa-Thatcher Mills) Standard Lime & Stone Co.
5-R-2952,(Thatcher Lime & Stone Co.
13-R-4171 15-R-1979,Standard Oil Co. of New
,Standard Jersey. Standard Oil Co. of Texas.
,"Register Co., The."
1(313-R-8,
9-R-2549,"Standard Steel & Spring Co., The."
8-R-2603 11-R-1140,Standard Publishing Co. Chemical Co.
3-R-1435,Star Stauffer Stephenson Brick Co.
10-R-20'72,"Stephens, Ray, Inc.,"
,"Petroleum W. P., Lumber Co."
16-R-1836,"Stephens Foods, Inc."
10-R-2380,"Stephens,"
4-R-2536,"Stokely Stokely Foods, Inc. Strand Leather Goods"
10-R-2473 1-R--3371,"Co. Oil Mills, Inc."
5-R-2848,"Peanut Co., The."
,Suffolk Sulsky Mfg. Co.
5-R-2840 16-R-1842,Suffolk
- -,
13 R,Sunbeam Corp.
4312,
