Division and State,All cases,All C cases,Unfair labor practice cases / CA,Representation cases / CB,Union deauthorization cases / CC,Amendment of certification cases / CD,Unit clarification cases / CE,CG,CP,All R cases,RC,RM,RD,UD,AC,UC
"South Atlantic, East South Central, West South Central, Mountain (continuation)",,,,,,,,,,,,,,,,
