row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Wood Product Manufacturing..................,19,9,9,0,0,10,1504,1370,604,604,0,0,766,567
Paper Manufacturing................................,39,17,15,1,1,22,3784,2901,1414,1381,0,33,1487,1778
Printing and Related Support Activities....,11,5,5,0,0,6,819,764,344,344,0,0,420,145
Petroleum and Coal Products Manufacturing..........................................,21,10,10,0,0,11,571,528,268,237,31,0,260,136
Chemical Manufacturing..........................,33,11,9,0,2,22,3245,3228,1324,1019,0,305,1904,780
Plastics and Rubber Products Manufacturing..........................................,27,13,12,1,0,14,5815,5375,2315,2182,75,58,3060,1549
Nonmetallic Mineral Product Manufacturing..........................................,28,11,11,0,0,17,1771,1638,733,716,0,17,905,664
32-Manufacturing................................,178,76,71,2,3,102,17509,15804,7002,6483,106,413,8802,5619
Primary Metal Manufacturing..................,44,18,16,1,1,26,3661,3345,1539,1370,0,169,1806,1415
Fabricated Metal Product Manufacturing,54,25,21,2,2,29,4682,4578,2448,2339,13,96,2130,1754
Machinery Manufacturing........................,28,7,7,0,0,21,2178,2068,872,846,0,26,1196,319
Computer and Electronic Product Manufacturing..........................................,3,2,2,0,0,1,492,422,193,154,0,39,229,256
"Electrical Equipment, Appliance and Component Manufacturing......................",22,8,8,0,0,14,3557,3135,1289,1248,41,0,1846,815
Transportation Equipment Manufacturing,65,32,31,1,0,33,"1,1701",9733,4836,4698,0,138,4897,3918
Furniture and Related Product Manufacturing..........................................,8,2,2,0,0,6,492,441,195,180,15,0,246,125
Miscellaneous Manufacturing..................,54,19,19,0,0,35,3271,3076,1400,1371,29,0,1676,897
33-Manufacturing................................,278,113,106,4,3,165,30034,26798,12772,12206,98,468,14026,9499
"Wholesale Trade, Durable Goods............",41,20,19,1,0,21,1149,1045,477,468,0,9,568,318
"Wholesale Trade, Nondurable Goods......",62,21,21,0,0,41,3228,3075,1303,1289,14,0,1772,692
Wholesale Trade..................................,103,41,40,1,0,62,4377,4120,1780,1757,14,9,2340,1010
