row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Maine,31,15,10,1,0,4,16,1977,1706,725,551,17,0,157,981,431
New Harapslure,12,3,2,1,0,0,9,142,119,44,23,16,0,5,75,28
Vermont,6,3,2,1,0,0,3,138,126,65,41,24,0,0,61,40
Massachusetts,143,60,31,18,1,10,83,10656,9275,4132,2264,647,227,994,5413,3310
Rhode Island,11,5,3,1,0,1,6,4310,3740,949,125,5,0,819,2791,214
Connecticut,67,35,19,10,0,6,32,3605,3272,1542,995,346,0,201,1730,1392
New England,210,121,67,32,1,21,149,20828,18238,7457,3999,1055,227,2176,10781,5415
New York,363,193,121,32,11,29,170,21302,16695,10273,6533,875,1239,1626,6422,14605
New Jersey,194,91,50,27,2,12 11,103,12478,10870,5707,3744,498,172,1293,5163,5251
Pennsylvania,266,109,55,31,12,,157,14625,12965,5730,3569,984,677,500,7235,4536
Middle Atlantic,823,393,226,90,25,52,430,48405,40530,21710,13846,2357,2088,3419,18820,24392
Ohio,,95,55,36,3,1,146,12154,10729,4951,3404,599,830,118,5778,4029
Indiana,241 94,34,22,10,0,2,60,5345,4780,1903,"1,434 2,861",424 593,14,31,2877,856
,,92,60,23,1,11,154,10055,8599,"4,390 4,359",,593,,659,4209,4106
Illinois,246,93,54,23,5,8,125,11532,9571,,3048,,277 181,537,5212,2467
Michigan Wisconsin,218 110,57,35,13,0,9,53,5895,5318,2135,1433,316,0,386,3183,1882
,909,371,226,105,9,31,538,44981,38997,17738,,2525,1302,1731,21259,13340
East North Central Iowa,34,18,11,7,0,0,16,981,901,419,"12,180 290",129,0,0,482,"392 1,205"
Minnesota,87 113,44 54,30 30,10 21,0 2,4 1,43 59,"3,213 7,187","2,910 6,394","1,420 3,259","1,032 2,193",29'7 900,0 7,91 159,"1,490 3,135",3001
Missouri,9,1,1,,,,,205,192,,64,,0,0,111,8
North Dakota South Dakota,9,2,,0,0,0,8,1145,950,81 170,,17,0,0,780,6
Nebraska,24,8,0 3,2 4,0 0,0 1,7 16,1161,1046,493,155 161,15 127,0,205,553,526
Kansas,29,14,,,,,,,,,,,1,,,
,,,5,7,0,2,15,2124,1842,1042,386,120,,535,800,1204
