row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Delaware...................................................,15,6,6,0,0,9,1246,1071,688,688,0,0,383,976
District Of Columbia.................................,19,13,6,1,6,6,556,406,290,133,16,141,116,389
Florida.......................................................,112,51,44,7,0,61,7720,5681,2615,2569,46,0,3066,4000
Georgia......................................................,28,16,16,0,0,12,1863,1626,732,732,0,0,894,851
Maryland...................................................,58,27,22,3,2,31,5509,4945,1912,1645,125,142,3033,1103
North Carolina...........................................,19,11,11,0,0,8,5269,4199,1803,1803,0,0,2396,759
South Carolina...........................................,11,7,5,1,1,4,603,585,319,267,33,19,266,405
Virginia.....................................................,42,21,20,0,1,21,2914,2575,1239,1156,0,83,1336,1007
West Virginia............................................,25,13,13,0,0,12,1090,1013,409,409,0,0,604,270
South Atlantic......................................,329,165,143,12,10,164,26770,22101,10007,9402,220,385,12094,9760
Iowa...........................................................,32,15,15,0,0,17,1423,1241,581,575,0,6,660,479
Kansas.......................................................,19,9,7,2,0,10,4698,3911,2417,2272,145,0,1494,3783
Minnesota..................................................,100,47,41,5,1,53,6585,5238,2487,2385,90,12,2751,2928
Missouri....................................................,99,45,42,3,0,54,6646,5814,2764,2654,97,13,3050,2061
Nebraska....................................................,11,5,5,0,0,6,1100,1015,437,437,0,0,578,191
North Dakota.............................................,3,1,1,0,0,2,161,156,54,54,0,0,102,8
South Dakota.............................................,3,1,1,0,0,2,49,39,13,13,0,0,26,7
West North Central..............................,267,123,112,10,1,144,20662,17414,8753,8390,332,31,8661,9457
Arkansas....................................................,15,8,6,2,0,7,1485,1355,596,548,48,0,759,454
Louisiana...................................................,17,11,10,1,0,6,1002,738,416,298,86,32,322,466
Oklahoma..................................................,26,11,7,4,0,15,2534,2291,724,660,64,0,1567,191
Texas.........................................................,80,37,28,3,6,43,6372,5478,2775,2517,132,126,2703,2459
West South Central..............................,138,67,51,10,6,71,11393,9862,4511,4023,330,158,5351,3570
"Total, all States and areas.....................",3109,1605,1412,104,89,1504,236388,198591,95643,85427,4628,5588,102948,96354
