row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Washington .,,,,,,,,,3267,,,,2760,3895
,114,58 24,54 20,1,3,56,7408,6027,,2812,345,110,,
Oregon,50,,,2,2,26,1811,1575,842,620,691,153,733,929
California,371,209,197,I,11,162,20971,17593,8877,7545,2381,1094,8716,9529
Alaska,28,15,15,0,0,13,945,780,423,423,0,0,357,394
Hawaii,42,21,18,0,3,21,2185,1856,902,698,0,204,954,1017
Guam,4,1,1,0,0 •,3,771,680,238,238,0,0,442,84
Pacific,609,328,305,4,19,281,34091,28511,14549,12336,652,1561,13962,15848
Perto Rico,45,29,5,0,24,16,3045,2644,1454,159,0,1295,1190,1695
Virgin Island,7,5,5,0,0,2,517,405,212,212,0,0,193,229
Outlying Areas,52,34,10,0,24,18,3562,3049,1666,371,0,1295,1383,1924
"Total, all States and areas",3339,1709,1515,53,141,1630,228671,198476,96046,80702,4520,10824,102430,90658
