row_label,col_1,col_2
Total number of cases cloeed before issuance of complaint,401,100 0
Agreement of the parties-informal settlement .,142,35.4
Before 10(k) notice,106,264
"After 10(k) notice, before opening of 10(k) hearing . . .",32,80
"After opening of 10(k) hearing, before issuance of Board decision and determination of dispute . .",4,10
,19,48
Withdrawal,142,354
Before 10(k) notice . .. . . . . ... . ..,131,327
"After 10(k) notice, before opening of 10(k) hearing. . . . . After opening of 10(k) hearing, before issuance of Board decision and determination of dispute - . . . . . . . . . .. . . .",11,27
.. . After Board decision and determination of dispute . . .,.. . After Board decision and determination of dispute . . .,00 00
Dismissal,98,244
Before 10(k) notice . . . . . .. . . . . .,Before 10(k) notice . . . . . .. . . . . .,16 2
,61,
"After 10(k) notice, before opening of 10(k) hearing . . . .. ..",5,12
"After opening of 10(k) hearing, before issuance of Board decision and determination of dispute .. . ... .. .... .",az,00
By Board decision and determination of dispute. .,By Board decision and determination of dispute. .,so
. ..... . .. .,,
