row_label,col_1,col_2
Total number of cases closed before issuance of complaint,448,100 0
Agreement of the parties-Informal settlement,152,339
Before 10(k) notice,139,310
"After 10(k) notice, before opening of 10(k) hearing",12,27
"After opening of 10(k) hearing, before issuance of Board decision and determi- nation of dispute",1,2
Compliance with Board decision and determination of dispute,43,90
Withdrawal,170,380
Before 10(k) notice,155,140
"After 10(k) notice, before opening of 10(k) hearing",11,25
After Board decision and determination of dispute,4,9
Dismissal,83,
,,185
Before 10(k) notice,63,141
"After 10(k) notice, before opening of 10(k) hearing",1,2
"After opening of 10(k) hearing, before issuance of Board decision and determi- nation of dispute",1,2
By Board decision and determination of dispute,18,40
