row_label,col_1,col_2
M.,Hot Cargo Clauses,129
,1. Fairly Claimable Unit Work,130
,2. Exemption for On-Site Construction Work,131
,"3. ""Persons"" and ""Employers""",133
N.,Prehire Agreements,135
0.,Remedial Order Provisions,136
,1. Bargaining Obligation Remedies,136
,2. Plant Closing Remedies,140
,3. Other Provisions,141
VII. Supreme,Court Litigation,144
A.,Bargaining Obligation With Respect to Retired Employees,144
B.,Board's Authority to Deteimine Jurisdictional Disputes Where Affected Employer is not a Party to a Voluntary Method of,145
C.,Adjustment Extent to Which a Successor Employer is Required to Assume Bargaining Obligations of Predecessor Employer,146
D.,Union Solicitation on Company Property,147
E.,Scope of Protection Under Section 8(a)(4) of the Act,148
F.,Authority of the Board to Secure Federal Court Injunction Against State Court Order Regulating Conduct Preempted by the Act,149
VIII.,Enforcement Litigation,150
A.,Court and Board Procedure,150
B.,Representation Proceeding Issues,152
,1. Unit Determination Issues,152
,2. Circumstances Requiring an Evidentiary Hearing on Post- election Issues,154
,3. Election Propaganda,155
,4. Other Issues,157
C.,Unfair Labor Practices,158
,1. Employer Interference With Employer Rights,158
,a. Limitations Upon Communications,158
,b. Discipline For Crossing Picket Line,160
,c. Forms of Protected Activity,162
,2. Employer Assistance to Labor Organization,164
,3. Employer Discrimination Against Employees,165
,4. Employer Bargaining Obligation,166
,a. The Obligation to Recognize Upon Request,166
,b. Successor Employees,168
,c. Contract Waiver of Bargaining Rights,170
,d. Other Issues,171
,5. Union Fines,174
,6. Union Causation of Discrimination,174
,7. Union Bargaining Obligation,176
,8. Secondary Boycotts and Strikes,177
,9. Hot Cargo Clauses,178
,10. Remedial Order Provisions,179
,1. Jackson Farmers,179
,2. Local 485,180
,3. Golay,180
,4. IUOE Local 925,180
