row_label,col_1,col_2
A Charges filed against employers under sec 8(a),A Charges filed against employers under sec 8(a),A Charges filed against employers under sec 8(a)
Subsections of Sec 8(a) Total cases,22545,1000
8(a)(1),"'3,469",15 4
8(aX1X2),236,10
8(a)(1)(3),8602,38 2
8(a)(I)(4),177,08
8(a)(I)(5),6700,29 7
8(0(1)(2)(3),210,09
8(a)(1)(2X4),5,00
8(a)(1)(2)(5),117,05
8(a)(I)(3)(4),626,28
8(0(1)0)0),2153,95
8(a)(1X4X5),16,01
,34,02
8(0(0(4(3)(4),111,05
8(a)(1)(2)(3)(5) 8(a)(1X2)(4)(5),I,00
8(a)(1X3)(4)(5),77,03
,,00
8(a)(1)(2)(3)(4)(5),11,
',','
8(a)(I)2,22545,100 0
8(a)(2),725,32
8(a)(3),11824,52 4
8(aX4),947,42
40(5),9186,407
B Charges filed against unions under sec 8(b),B Charges filed against unions under sec 8(b),B Charges filed against unions under sec 8(b)
Subsections of Sec 8(b) Total cases,10065,100 0
8(b)(1),6183,61 4
8(3)(2),92,09
8(b)(3),396,39
8(b)(4),1395,13 9
8(13)(5),10,01
,11,01
8(13)(6),288,29
8(b)(7) 8(b)(1X2),1231,12 2
8(bX1X3),345,34
8(b)( I X5),6,01
,7,01
8(b)(WO,10,01
8(b)(2)(3),,
800(2)(5),2,00
8(b)(3)(6),3,00
8(b)(IX2)(3),69,"07,"
8(b)(1)(2X5),7,01
8(13)(1)(2)(6),6,01
8(b)(1)(3)(6),1,00
8(b)(1X2)(3X5),1,00
8(b)( 1 X2)(5)(6),2,00
',','
8(3)(1),7858,78 1
8(3)(2),1420,14 1
800(3),825,82
8(b)(4),1395,13 9
8(b)(5),28,03
8(10(6),30,03
8(b)(7),288,29
