Circuit Court of Appeals,Total fiscal year 1964,Total fiscal years 1960-64,Affirmed in full / Fiscal year 1964 Number,Affirmed in full / Fiscal year 1964 Percent,Affirmed in full / Cumulative fiscal years 1960-64 Number,Affirmed in full / Cumulative fiscal years 1960-64 Percent,Modified / Fiscal year 1964 Number,Modified / Fiscal year 1964 Percent,Modified / Cumulative fiscal years 1960-64 Number,Modified / Cumulative fiscal years 1960-64 Percent,Remanded as full / Fiscal year 1964 Number,Remanded as full / Fiscal year 1964 Percent,Remanded as full / Cumulative fiscal years 1960-64 Number,Remanded as full / Cumulative fiscal years 1960-64 Percent,Affirmed in part and remanded / Fiscal year 1964 Number,Affirmed in part and remanded / Fiscal year 1964 Percent,Affirmed in part and remanded / Cumulative fiscal years 1960-64 Number,Affirmed in part and remanded / Cumulative fiscal years 1960-64 Percent,Set aside / Fiscal year 1964 Number,Set aside / Fiscal year 1964 Percent,Set aside / Cumulative fiscal years 1960-64 Number,Set aside / Cumulative fiscal years 1960-64 Percent
Total all circuits,244,884,134,55,452,52,55,24,182,21,10,2,56,7,1,0,17,2,44,18,156,18
1st Circuit through D.C. Circuit (Circuit 1 through 10 + D.C.) — 11 circuit rows,,,,,,,,,,,,,,,,,,,,,,
