row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13
"Employees receiving backpay: From either employer or union From both employer and union Employees reimbursed for fees, dues, and fines:","17,140 206","16,973 202","12,220 35",523,1036,"1,715 152","1,479 15",167 4,108 4,8,,21,30
From either employer or union From both employer and union,"3,010 91",637 91,512 78,28,16,80 11,2,2373,2228,4,,104,37 0
"C. By amounts of monetary recovery, total",540635903,36988464,522353556,736672,4220394,5490978,4186864,3647439,301542,108342,0,63897,3173658
"Backpay (Includes all monetary payments except fees, dues, and fines) Reimbursement of fees, dues, and fines","39,457,732 1,178,171","35,943,830 1,094,634","21,527,974 825,582","735,648 1,024","4,085,394 135,000","5,427,881 63,097","4,166,933 19,931","3,513,902 133,537","212,997 88,545","104,985 3,357",0 0,"52,050 11,847","3,143,870 29,788"
