row_label,col_1,col_2,col_3
20-C-1676,Peerless Woolen Mills. Peerless Yeast Co.,10-C-2293 10-C-2183,Strachan Shipping Co. Swift Manufacturing
16-C-1501,"Quarles Manufacturing Co., N. B. Quarels, d/b/a.",10-0-2294,Co. Tennessee Valley Broad-
16-C-1420 15-C-1216,"Raizen & Raizen Oil Co. Rutter-Rex, J. H., Man- ufacturing Co., Inc.",2-0-6907,casting. Tide Water Associated Oil Co.
19P-C-0018,S & K Lumber Co.,20-C-1722 17-G1542,United Engineering Co. United States Trailer Manufacturing Co.
19P-C-0050 15M-C-1227 18-C-1417 16-C-1444,"Saelens Radio Service. Salant & Salant, Inc. Sioux City Brewing Co. Southern Pine Lumber",7-0-1769,Vulcan Forge Co.
17-C-1444,Co. Springfield Garment Manufacturing Co. Stainless Ware Co. of,7-C-1537,Western Board & Paper Co. Western Can Co. Weyerhaeuser
,,20-C-1716,Timber
7-C-1747,America.,19P-C-0047,Co.
10-C-2077,Standard-Coosa- Thatcher Co.,2-0-7036,"Zausner Foods, Inc."
LMRA:,of unfair under,,by an
B. CA cases-charges labor practices committed employer section 8 (a),B. CA cases-charges labor practices committed employer section 8 (a),B. CA cases-charges labor practices committed employer section 8 (a),B. CA cases-charges labor practices committed employer section 8 (a)
3-CA-78 8-CA-96 21-CA-157,"Allied Mills Inc. Alside, Inc. American Foundry, Dominie Meaglia. American Packing Corp.",32-CA-26 20-CA-71 10-CA-261,"Black, L. A., Rice Mill- ing Association, Inc. Blackburn Auto Parts. Blue Ridge Glass Corp."
2-CA-17 10-CA-115,"American Thread Co., The.",19-CA-95 6-CA-53 20-CA-87,"Boeing Airplane Co. Brookville Glove Co. Brown, L. G."
10-CA-196 1-CA-18,"Anchor Rub Co. Anderson Manufactur- ing Co., Albert & J. M.",34-CA-22,"Burlington Mills Corp., Randleman Hosiery Plant."
10-CA-201 7-CA-39,Andrew Co. Ann Arbor Press & Arthur J. Wiltse.,38-CA-18,"Carmelo Quetell h. n. c. Panaderia ""La Esper- anza."""
2-CA-188 19-CA-28 10-CA-576,"Arval Terminal Inc. Atkinson, Guy F., Co.",36-CA-23 16-CA-82,"Carter Lumber Co. Carter, W. T., & Brother"
10-CA-574,Atlanta Brick & Tile Co. At Broadcasting,7-CA-153 10-CA-91,Castaloy Corp. Cen-Tennial Cotton Gin Co.
21-CA-246,Co. Axelson Manufacturing,8-CA-76,"Central Tower, Inc. Chicago Freight Car"
,Co.,19-CA-13,& Parts Co.
1-CA-286,"Barry, William J, Co., Inc.",10-CA-33,Chicopee Manufactur- ing Corp of Georgia.
16-CA-46 8-CA-37,Beatrice Foods Co. Belden Brick Co.,9-CA-91,"Cincinnati Steel Cast- ings Co., The."
10-CA-156 17-CA-12,Bell Bakeries Inc. Belle Maid Manufac-,20-04-117,Clara Val Packing Co. Coca-Cola Bottling Co.
,"turing Co. Bercut-Richards Pack- ing Co., d/b/a Oregon",8-CA-113 2-CA-6,Colgate Manufacturing Corp.
20-CA-26,House Lumber Co.,10-CA-554,Combustion Engineer- ing Co.
4-CA-15,Bethlehem Steel Co. (Shipbuilding Divi- sion & Bethlehem,10-CA-173,"Cook, J. B., Auto Ma- chine Co., Inc."
,Sparrows).,10-CA-101 10-CA-102,Cookeville Shirt Co. Cookeville Shirt Co.
