row_label,col_1,col_2
"3-CC-88, CD-35","Painters, District Council No 4 (Boyd E Hart Co.).","Sept 5, 1958"
1-C C-219 _,"*Longshoi omen's Association, Local 1066, et al. (Terminal Operators, 1,ne ).","Sept 9, 1958"
"5-CC-99-102,","Baltimore Building & Construction Trades Council and Bridge, Struc- tural &Iron Workers, Local 16, and","Sept. 12, 1958"
,"Plumbers Local 48, et al. (S Elmer Ainuger, Inc,)",
"10-CC-387, 388.",Electrical Workeis &Local 558 (Hunts- ville Contractors Association).,do
"37-CC-9, 10_","*Teamsters, Locals 996 and 626 (Virg Davidson Chudacoff Co and A. H. Hansen Sales, Ltd ).","Sept 15, 1958"
"4-CD-35, CB-424","Clothing Workers, Local 128 (Palmer- ton Mills, Inc )","Sept. 26, 1058"
12-CC-31_ __,"*Intl Union, United Plant Guard Workers of America (General Plant",do
2-C C-47$ _ __,"Protection Corp). *Teamsters, Local 294, and Meat Cutters, Local 1, and Retail Clerks, Local 345","Sept 29, 1958"
2-CC-479- 481,"(The Golub Corp.) *Teamsters, Local 282 (Vms Trucking Go, E. C Trucking Co.; Orza Plucking Co)","Sept. 30, 1958"
32-CC-24 __,"Operating Engineers, Local 382 (Peter-",do
9-CC-16L __,"son, Garvi &Joseph, Inc ) *Teamsters, Milk &Ice Cream Drivers Local 98, et al. (Hollon Milk Service)","Oct. 9, 1958"
"14-CD-81, CB-669. 16-C C-87","Plumbers, Local 553, et al. (Service Pipe Line Co) *Teamsters, Local 577 (Crowe Gulde Cement Co)","do Oct 13, 1958"
18-CC-61_ __,"*Teamsters, Local 790 (Dunham-Bush,","Oct. 15, 1958"
"33-C C-51 _ 14-CC-121, CD-80","Ins) S teel Workers (Hod Carrieis, Local 16L.. Engineers, Operating,, Local 318 (Oil","Oct 16, 1958 Oct. 22, 1958"
19-CC-112__,"Field Electric Co , Inc ) Carpenters, Local 1281 (G &I Flooring Contractors).",do
21-CC-299__,"*Miscellaneous Woodworkers Union, Local 530 (Flamingo Trailer Manu- facturing Co)",do
"17-CC-82, 83.","Engineers, Operating &Locals 6. 6A (Builders Association, Inc , of Kan- sas City).","Oct 23, 1958"
21-CC-300__,"Auto Workers, Local 645 (Pacific Motor","Oct 24, 1958"
"9-CC-160, CB-516",Trucking Co ). Hatters (Louisville Cap Co),"Oct. 29, 1958"
2-CC-480,"Maritime Union, Local 333, et al (Van Ships, Inc )","Nov 10, 1958"
