row_label,Number eligible to vote,Total elections,Cumulative percent of total,Won by AFL-CIO unions — Number,Won by AFL-CIO unions — Percent by size class,Won by Teamsters — Number,Won by Teamsters — Percent by size class,Won by Other national unions — Number,Won by Other national unions — Percent by size class,Won by Other local unions — Number,Won by Other local unions — Percent by size class,Elections no representative chosen — Number,Elections no representative chosen — Percent by size class
Total RC and RM,,,,,,,,,,,,,
