row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Illinois......................................................,199,116,104,8,4,83,11840,10113,5918,4875,757,286,4195,6403
Indiana......................................................,44,20,19,0,1,24,2468,2249,1045,1031,0,14,1204,864
Michigan..................................................,170,86,76,7,3,84,11935,9772,5292,4256,814,222,4480,6949
Ohio..........................................................,129,64,59,4,1,65,7079,6300,2844,2790,47,7,3456,2443
Wisconsin..................................................,51,24,21,2,1,27,1749,1609,808,665,89,54,801,1034
East North Central................................,593,310,279,21,10,283,35071,30043,15907,13617,1707,583,14136,17693
Alabama....................................................,23,11,11,0,0,12,1819,1669,797,797,0,0,872,669
Kentucky..................................................,37,12,12,0,0,25,5014,4505,1813,1790,0,23,2692,520
Mississippi................................................,15,6,4,1,1,9,1245,1108,405,305,23,77,703,391
Tennessee..................................................,28,11,11,0,0,17,2572,2246,965,965,0,0,1281,1001
East South Central................................,103,40,38,1,1,63,10650,9528,3980,3857,23,100,5548,2581
New Jersey................................................,146,53,49,2,2,93,13510,11122,5302,4974,99,229,5820,4058
New York..................................................,294,177,139,15,23,117,24165,17903,10457,9606,194,657,7446,15256
Pennsylvania............................................,193,91,78,9,4,102,11757,11049,5979,5441,255,283,5070,5714
Middle Atlantic....................................,633,321,266,26,29,312,49432,40074,21738,20021,548,1169,18336,25028
Arizona......................................................,31,19,16,2,1,12,1723,1419,791,441,334,16,628,861
Colorado....................................................,36,18,18,0,0,18,1310,1003,388,388,0,0,615,493
Idaho..........................................................,8,6,6,0,0,2,73,68,43,43,0,0,25,59
Montana....................................................,11,7,7,0,0,4,301,254,141,141,0,0,113,231
Nevada......................................................,32,24,22,1,1,8,914,828,523,458,0,65,305,737
New Mexico..............................................,29,11,8,2,1,18,1389,1219,527,471,47,9,692,462
Utah..........................................................,8,3,3,0,0,5,495,432,185,185,0,0,247,48
Wyoming..................................................,5,4,4,0,0,1,335,305,147,147,0,0,158,186
Mountain..............................................,160,92,84,5,3,68,6540,5528,2745,2274,381,90,2783,3077
Connecticut..............................................,39,21,18,2,1,18,1842,1536,853,705,131,17,683,916
Maine........................................................,5,1,0,1,0,4,163,142,62,53,9,0,80,16
Massachusetts............................................,58,32,27,1,4,26,2755,2539,1263,1196,24,43,1276,1381
