row_label,Total — Number of situations,Total — Percent of total,Total — Cumulative percent of total,CA — Number of situations,CA — Percent by size class,CB — Number of situations,CB — Percent by size class,CC — Number of situations,CC — Percent by size class,CD — Number of situations,CD — Percent by size class,CE — Number of situations,CE — Percent by size class,CG — Number of situations,CG — Percent by size class,CP — Number of situations,CP — Percent by size class,CA-B combinations — Number of situations,CA-B combinations — Percent by size class,Other C-type combinations — Number of situations,Other C-type combinations — Percent by size class
Total,34229,100.0,,24716,100.0,6247,100.0,1176,100.0,349,100.0,49,100.0,33,100.0,229,100.0,1167,100.0,180,100.0
