row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Total number of cases closed........................................,5429,100.0,4508,100.0,139,100.0,782,100.0,98,100.0
Before issuance of notice of hearing......................................,1018,18.8,673,14.9,52,37.4,293,37.5,58,59.2
"After issuance of notice, before close of hearing...................",3548,65.4,3075,68.2,71,51.1,402,51.4,21,21.4
"After hearing closed, before issuance of decision..................",161,3.0,138,3.1,4,2.9,19,2.4,2,2.0
After issuance of Regional Director's decision......................,604,11.1,534,11.8,10,7.2,60,7.7,14,14.3
After issuance of Board decision............................................,98,1.8,88,2.0,2,1.4,8,1.0,3,3.1
