row_label,col_1
18-0-2888,National Distillery Products Corp.
30-048,"National Grinding Wheel Co., Inc."
9-0-2249,National Mattress Co.
5-0-2194,"National Plastic Products Co., The."
18-0-1238,Neimeyer Bros. .
5-0-2044,"Newman Machine Co., Inc."
8-0-1898,"Norwalk Foundry Co., The."
10-0-1578,Oakes Chair Co.
18-0-8012,Ohmite Manufacturing Co.
21-0-2758,"O'Keefe & Merritt Co., Inc."
1-0-2822,"Olin Industries, Inc."
18-0-1257,"Oliver Corp., The."
6-0-1059,Olympic Luggage Corp.
14-0-1092,Owens-Illinois Glass Co.
20-C-1484,Pacific Airmotive Corp.
180-1252,Pacific Gamble-Robinson Co. Co.
21-0-2468 20-0-1510,"Pacific Molded Products Paraffin Cos., Inc."
5-0-2052,Parkside Hotel.
5W-C-19,Piedmont Wagon Mfg. Co.
18-0-1250,Penokee Veneer Co.
5-0-2229 10-0-1909,"Peoples Life Insurance Co. Peoples Motor Express, Inc."
19-0-1481,Pillsbury Flour Co.
18-0-8049,Plankinton Packing Co.
5-0-2005,Potomac Electric Power Co.
2-0-8599,Press Wireless Mfg. Corp.
9-0-2185,"Pritchard, D. H., Contractor, Inc. Service Corp."
2-0-0808,Public
10-0-1808,"Public Shirt Corp., Linwood"
8-0-1750,"Cotton Mills, Division Pure Oil Co., The Heath Refinery."
8-0-918,"Rathburn Molding Corp. Raybestos Manhattan Inc., The."
2-0-8557 18-0-2921,"Reed, Charles H., & Co."
2-0-8208,"Reeves-Ely Laboratories, Inc."
8-0-1911,Republic Steel Corp.
8-0-899,"Resnick, Julius, Inc."
8-0-984,"Revere Copper & Brass, Inc."
1-0-2848 15-0-988,"Revere Textile Co. Rice-Stix of Arkansas, Inc."
8-0-2025,"Products Co., et al."
,Rome
10-0-1958,"Roswell Cotton Mills, Inc."
4-0-1082 13-0-2459,Rue Patent Leather Co.
1-0-2908,"Russell Electric Co. Russell, James,"
,"Works, Inc."
10-0-1803,"Engineering Russell Mfg. Co., Inc."
14-0-1245,"St. Louis Independent Packing Co. Want & Salant, Inc."
15-0-1222,
9-0-2197 10-0-1978,"Sawbrook Steel Casting Co., The. Sears Roebuck 8c Co."
,"Shell Co., Ltd., The (Porto Rico)."
24-0-181,"Shell Oil Co., Inc."
28-0-40,"Candy Co., Sifers, Earl d/b/a."
17-0-1887 15-0-1005,"Biters I., Smith, W. T., Lumber Co."
2-0-8004,"Snell, Foster D., Inc."
14-0-1129,"Socony Vacuum Oil Co., Inc."
14-0-1145,Pipeline Co.
8-0-1899,Sohio Sonthshore Packing Co.
19-0-1441,Spokane Sleepmaster Co.
14-0-047,Sport Specialty
20-0-1426,"Shoemakers, Inc. Canning Co."
,Stanislaw; Steinberg
15-0-1089,& Co.
10-0-2004,Veneer Co.
,Stremming
