Size of unit (employees eligible to vote),Total elections — Number,Total elections — Percent,Total employees eligible — Number,Total employees eligible — Percent,AFL-CIO retained — Number,AFL-CIO retained — Percent,Unaffiliated retained — Number,Unaffiliated retained — Percent,No representative — Number,No representative — Percent
Total,285,100.0,19253,100.0,73,100.0,27,100.0,185,100.0
