row_label,col_1,col_2
1,1,
8(b)(1)..................................................................,5721,81.3
8(b)(2)..................................................................,670,9.5
8(b)(3)..................................................................,446,6.3
8(b)(4)..................................................................,789,11.2
8(b)(5)..................................................................,18,0.3
8(b)(6)..................................................................,4,0.1
8(b)(7)..................................................................,140,2.0
B1. Analysis of 8(b)(4),B1. Analysis of 8(b)(4),
Total cases 8(b)(4)................................................,761,100.0
8(b)(4)(A)..............................................................,33,4.3
8(b)(4)(B)..............................................................,503,66.1
8(b)(4)(C)..............................................................,5,0.7
8(b)(4)(D)..............................................................,194,25.5
8(b)(4)(A)(B)........................................................,15,2.0
8(b)(4)(A)(C)........................................................,1,0.1
8(b)(4)(B)(C)........................................................,8,1.1
8(b)(4)(A)(B)(C)..................................................,2,0.3
1,1,
8(b)(4)(A)..............................................................,51,6.7
8(b)(4)(B)..............................................................,528,69.4
8(b)(4)(C)..............................................................,16,2.1
8(b)(4)(D)..............................................................,194,25.5
B2. Analysis of 8(b)(7),B2. Analysis of 8(b)(7),
Total cases 8(b)(7)................................................,132,100.0
8(b)(7)(A)..............................................................,32,24.2
8(b)(7)(B)..............................................................,14,10.6
8(b)(7)(C)..............................................................,79,59.8
8(b)(7)(A)(C)........................................................,4,3.0
8(b)(7)(B)(C)........................................................,2,1.5
8(b)(7)(A)(B)(C)..................................................,1,0.8
1,1,
8(b)(7)(A)..............................................................,37,28.0
8(b)(7)(B)..............................................................,17,12.9
8(b)(7)(C)..............................................................,86,65.2
C. Charges filed under Sec. 8(e),C. Charges filed under Sec. 8(e),
Total cases 8(e)....................................................,22,100.0
Against unions alone............................................,13,59.1
Against employers alone......................................,8,36.4
Against both..........................................................,1,4.5
D. Charges filed Sec. 8(g),D. Charges filed Sec. 8(g),
Total cases 8(g)....................................................,12,100.0
