row_label,col_1,col_2,col_3
14-RC-623,Morley Manufacturing,8-RC-275,"Nestles Co., Inc. Newberr y-"
2-RC-866,"Co. Morris, William A., Inc.",19-RC-248,Neon- Electric Co.
34-RC-99,"Morris, W. P., Lumber",13-RC-630,Newburg Machine Co.
16-RC-318,"Co. Morrison Milling Co., The.",19-RC-133 1-RC-700,"New England Fish Co. New England Forestry Service, Inc."
10-RC-353,Morristown Turning Co.,1-RC-946,New England Tree Ex-
21-RC-448 14-RC-227,Motor Replacement Co. Mound City Products,34-RC-92,"perts Associates, Inc. New England Waste Co. (Charlotte Division)."
10-RC-168,"Co. Munro-Van Helms Co., Inc.",1-RC-675,"New Haven Pulp & Board Co., The."
16-RC-260 4-RC-148,Murdock Tank Co. Murlin Manufacturing Co.,2-RC-541,New Jersey Wire Goods Co.
9-RC-200,"Murphy, G. C., Co.",33-RC-47,New Mexico Broadcast- ing Co.
16-RC-386,Muskogee Dairy Prod- ucts Co.,15-RC-16 5-RC-235,"Newport Industries, Inc. Newport News Chil-"
34-RC-96 21-RC-711,"Mutual Distributing Co. Myercord Co., Inc.",6-RC-143,"dren's Dress Co. New York & Pennsyl- vania Co., Inc , The."
2-RC-848,"Namm's, Inc.",38-RC-45,"New York & Porto Rico Steamship Co., et al.,"
21-RC-619 21-RC-634,Nash Kelvinator Corp. Nash Kelvinator Corp.,,The.
2-RC-651,Nassau Utilities Fuel Corp.,10-RC-241,"New York Steam Laun- dry, Inc., & Arrow"
8-RC-251,"Nation al Automotive Fibres, Inc.",7-RC-419,Zone Dry Cleaners. Nicholson Transit Co.
10-RC-365,"National Brands, Inc. National",7-RC-557,"Nicholson Transit Co. Nison Shoes, Inc."
2-RC-660,Broadcasting Co.,1-RC-644 15-RC-111,"Noe, James A., Radio Station."
5-RC-214,National Carbide Corp.,,
9-RC-367,National Carbide Corp.,15-RC-106,Nola Optical Co.
8-RC-237,National Carbon Co.,5-RC-110,"Nolde Bros., Inc."
8-RC-186,"National Carbon Co., Inc.",10-RC-431 30-RC-63,"Norris, Inc. North Denver Lumber"
3-RC-251,"National Cash Register Co., The Allen-Wales Adding Machine, Di- vision of.",8-RC-51,"Co. North Electric Manu- facturing Co., The."
9-RC-410,"Distilleries Products Corp., The.",18-RC-344,Northern Engineering Co.
1-RC-837,"National National Folding Box,",32-RC-81,North Memphis Lumber Co.
16-RC-338,Co. National Geophysical,7-RC-343,"Northville Laboratories, Inc"
2-RC-366,"Co., Inc. National Hardware",19-RC-233,Northwest Freight Lines.
1-RC-744 4-RC-391,Corp. National Lead Co.,16-RC-139,Nueces Coast Broad- casting Co.
5-RC-240,"National Licorice Co. National Lumber Co.,",13-RC-677,Ny Lint Tool & Manu- facturing Co.
10-RC-585,"The. National Meat Packers, Inc.",' 36-RC-233 34-RC-90,"Oceanside Lumber Co. Oettinger Lumber Co.,"
8-RC-302,National Motor & Sup- ply Co.,8-RC-369,"Inc. Ohio Associated Tele- phone Co., The."
2-RC-298 1-RC-893 33-RC-45,"National Surety Corp. Natural Products Co. Navajo Freight Lines,",8-RC-453,"Ohio Boxboard Co., The."
,Inc. Nebraska,,
17-RC-443,Broadcasting,8-RC-145,Ohio Power Co.
2-RC-334 16-RC-384,"Co., Inc. Necco Sales Corp.",10-RC-373,Okeelanta Sugar Co-
,Nelson Grain Co.,16-RC-265,operative. Oklahoma Publishing
13-RC-621,"Nelson, Herman Corp.",,Co.
