row_label,col_1,col_2,col_3
4-RG-152,"sion. Ford Motor Co., Lincoln- Mercury Plant.",4-RC-51 8-RC-19,"Goodrich, B. F. Co. Goodrich, B. F. Co. Goodyear Tire & Rubber"
2-RC-55,"Four Plating Co., Inc.",17-RC-26,"Co., The."
4-RC-10,"Friedrich & Dimmock, Inc.",2-RC-380 21-RC-70,Gould Woven Label Co. Grand Central Airport
14-RC-267,Fulton Iron Works Co.,,Co. Grass Valley Lumber Co.
2-RC-186,Garden State Bus Lines & Intercity Transpor-,20-RC-70 14-RC-75,Griesediek Brothers Brewery Co.
13-RC-9,tation. Gardner Wire Co.,14-RC-171,Griesediek Western Brew- ing Co.
6-RC-5 9-RC-22,Gem Manufacturing Co.,16-RC-109,"Gulf Refining Co., Hous- ton Pipe Line Division."
14-RC-131,"General Cigar Co., Inc. General Conveyor &- Manufacturing Co.",1-RC-193,"Gum Products, Inc."
17-RC-120,General Diecasting Co. General Electric Appli-,1-RC-221,H&BAmerican Ma- chine Co.
21-RC-287,"ance, Inc.",20-RC-137,Hassler Lumber Co.
10-RC-108,General Electric Co.,20-RC-167,Hassler Lumber Co.
13-RC-35,General Electric Co.,23-RC-1,Hawaii Welding Co.
13-RC-161 3-RC-64,General Electric Co. General Electric Supply,14-RC-4,Heeter Koelling Metal Co.
5-RC-124,Corp. General Electric Supply Corp.,20-RC-10 1-RC-352,Helipot- Corp. Henry & Wright Manu-
14-RC-184,General Metal Products Co.,1-RC-292,"facturing Co., The. Hercules-Campbell Body Co., Inc."
1-RC-202,"General Mills, Inc., Farm Service Division. .",8-RC-104 8-RC-113,"Hercules Stamping Co. Hill, F. H., Co. Inc."
2-RC-96,"General Motors Corp., United Motors Service Division of.",13-RC-186,"Hill-Kastien Atitomotive Machine & Parts Co. Co.,"
4-RC-129 7-RC-61,"General Motors Corp. General Motors Corp.,",2-RC-19 37-RC-11,"Hinnekens Machine Inc. Honolulu Rapid Transit Co., Ltd."
10-RC-152,"AC Spark Plug Divi- sion. General Motors Corp., Buick, Oldsmobile &",1-RC-122 31-RC-9 2-RO-111,"Horne, J. H., & Sons. Hotpoint, Inc. Hudson Fixture Co. Huebch Manufacturing"
13-RC-120,"Pontiac Division. General Motors Corp., Edelco Radio Division.",31-RC-3,Co. Humble Oil &
,,16-RC-126,Refining Co. Humphrey & Sons Co.
13-RC-156,"General Motors Corp., Electromotive Divi- sion.",13-RC-178 18-RC-9,Huot Manufacturing Co.
17-RC-30 17-RC-36,"General Motors Corp. General Motors Corp., United Motor Service, Division of.",14-RC-74,"Hyde Park Breweries As- sociation, Inc."
18-RC-91 21-RC-135,"General Motors Corp. General Motors Corp.,",14-RC-283 13-RC-60,Ideal Stencil Machine Co. Illinois Sand & Gravel Co.
5-RC-100,Truck & Coach Divi- sion.,14-RC-19 14-RC-196,Independent Die Co. Independent Engineering
17-RC-3,General Outdoor Adver- tising Co. General Steel Products,5-RC-107,"Co. Inta-Roto Machine Co.,"
,Co.,,"Inc., The."
9-RC-5 13-RC-192,"Gil Galyean Co., The. Globe Valve Corp.",1-RC-64 1-RC-95,International Harvester Co. International Harvester
1-RC-101,"Goodrich, B. F. Co., The Hood Rubber Co., Division of.",9-RC-19,Co. Co.
,,,International Harvester
