row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Primary Metal Manufacturing.................................,596,546,419,121,1,0,1,0,4,48,32,1,15,2,0,0
Fabricated Metal Product Manufacturing................,290,258,202,53,1,0,1,0,1,28,19,2,7,3,1,0
Machinery Manufacturing......................................,290,257,183,73,1,0,0,0,0,29,20,1,8,1,0,3
Computer and Electronic Product Manufacturing..,41,37,30,7,0,0,0,0,0,4,4,0,0,0,0,0
"Electrical Equipment, Appliance, and",,,,,,,,,,,,,,,,
Component Manufacturing......................................,179,151,117,34,0,0,0,0,0,22,15,2,5,3,0,3
Transportation Equipment Manufacturing..............,903,843,537,303,2,1,0,0,0,54,37,3,14,4,1,1
Furniture and Related Product Manufacturing........,75,65,47,17,1,0,0,0,0,9,6,1,2,0,0,1
Miscellaneous Manufacturing.................................,252,218,161,54,1,2,0,0,0,31,20,0,11,3,0,0
33-Manufacturing...............................................,2626,2375,1696,662,7,3,2,0,5,225,153,10,62,16,2,8
"Merchant Wholesalers, Durable Goods...................",210,179,138,35,5,0,0,0,1,29,25,1,3,2,0,0
"Merchant Wholesalers, Nondurable Goods.............",320,251,193,56,0,0,2,0,0,67,52,2,13,2,0,0
Wholesale Electronic Markets and Agents and Brokers..............................................................,6,4,3,1,0,0,0,0,0,2,1,0,1,0,0,0
Wholesale Trade.................................................,536,434,334,92,5,0,2,0,1,98,78,3,17,4,0,0
Motor Vehicle and Parts Dealers.............................,220,168,147,17,3,1,0,0,0,47,36,2,9,2,0,3
Furniture and Home Furnishings Stores..................,23,21,18,3,0,0,0,0,0,2,1,1,0,0,0,0
Electronics and Appliance Stores............................,12,11,7,4,0,0,0,0,0,1,1,0,0,0,0,0
Building Material and Garden Equipment and Supplies Dealers..............................................,42,37,32,5,0,0,0,0,0,4,2,0,2,0,0,1
Food and Beverage Stores.......................................,527,464,321,138,1,0,0,0,4,58,41,4,13,1,0,4
Health and Personal Care Stores............................. Gasoline Stations.....................................................,78 12,59 8,42,17,0,0 0,0 0,0 0,0 0,18 4,13 3,1 0,4 1,0 0,0 0,1 0
Clothing and Clothing Accessories Stores..............,35,27,7 20,1 5,0 2,0,0,,0,8,7,0,1,0,,
,,,,,,1,,0,,,,,,,0,0
44-Retail Trade..................................................,949,795,594,190,6,,0,0,4,142,104,8,30,3,0,9
"Sporting Goods, Hobby, Book, and Music Stores..",5,3,2,1,0,0,0,0,0,2,2,0,0,0,0,0
General Merchandise Stores....................................,90,,,,,0,0,0,0,,14,,4,1,0,0
,,71,46,25,0,0,0,0,0,18,,0,,,,
Miscellaneous Store Retailers................................. Nonstore Retailers...................................................,29,24 22,21 18,3 4,0 0,0,0,0,0,5,4,0 0,1 1,0 0,0 0,0 0
45-Retail Trade...................................................,25 149,,87,33,0,,0,0,0,3 28,2 22,0,6,1,0,0
Air Transportation...................................................,35,120 21,15,6,0,0 0,0,0,0,13,11,0,2,1,0,0
