row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Total number of cases closed,7859,100 0,5389,1000,651,1000,1819,1000,264,100 0
Before issuance of notice of heanng,2548,325,1336,248,326,500,886,487,195,738
"After issuance of notice, before close of heanng",4077,51 9,3150,584,214,329,713,392,21,80
"After heanng closed, before issuance of decision",76,1 0,56,1 0,11,1 7,9,0 5,0,00
After issuance of regional director's decision,1063,134,768,143,97,149,198,109,48,182
After issuance of Board decision,95,1 2,79,1 5,3,0 5,13,0 7,0,00
