row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Delaware,6,3,3,0,0,3,348,306,101,101,0,0,205,76
Maryland,50,14,11,0,3,36,3.001,2653,1146,961,0,185,1507,602
District of Columbia,13,10,8,1,1,3,1000,845,561,419,122,20,284,918
Virginia,36,17,12,3,2,19,1783,1605,844,611,86,147,761,617
West Virginia,34,14,13,1,0,20,4138,3903,1644,1079,560,5,2259,689
North Carolina,14,8,7,1,0,6,3031,2502,1105,1099,6,0,1397,707
South Carolina,9,3,3,0,0,6,1574,1472,721,693,28,0,751,670
Georgia,23,7,7 31,0,0,16,2329,2054,854,854,0,0 173,"1,200 1,821",489
Florida,75,34,,0,3,41,3441,3301,1480,1307,0,,,1052
South Atlantic,260,110,95,6,9,150,20645,18641,8456,7124,802,530,10185,5820
Kentucky Tennessee,37 42,11 13,10,0,1 2,26 29,"2,594 5,043","2,411 4,613","958 1,646","906 1,634",35 0,17 12,"1,453 2,967",616 528
,,16,11,0,,21,,,,,,0,,1123
Alabama . Mississippi,37 16,6,15 6,1 0,0 0,10,"4,081 2,537","3,653 2,282",1608,"1,597 1,056",11 '0,0,"2,045 1,226",824
East South Central,132,46,42,1,3,86,14255,12959,"1,056 5,268",5193,46,29,7691,3091
,,,,,,,,,,,0,,899,
Arkansas,20,6,6,0',0,14,1828,1554,655,655,,0,,434
Louisiana,33,19,17,2,0 0,14 9,"2,286 1,618","1,695 1,389",760,734,26,0 8,935 818,800
Oklahoma Texas,16 54,7 21,6 19,1 0,2,33,3935,3564,"571 1,518","540 1,405",23 0,113,2046,115 983
West South Central,123,53,48,3,2,70,9667,8202,3504,3334,49,121,4698,2332
Montana,13,,12,0,0,1,528,489,281,281,0,0,208,510
,17,12,,,2,8,1427,1166,551,,0,234,615,444
Idaho Wyoming,6,9,7 1,0 0,0,5,277,267,105,317 53,52,0,162,15
Colorado,26,1 10,10,0,0,16,2682,2451,955,955,0,0,1496,587
New Mexico,13,5,.5,' 0,0,8,,538,210,210,0,0,328,114
Arizona,16,9,9,0,0,7,598,1246,454,448,0,6,792,418
Utah,,3,,,,13,"1,404 1,321",,,404,,0,758,129
,16,,3,0,0,,1947,1162,404,,0,,496,1594
Nevada,35,22,17,5,0,13,,1645,1149,946,144,59,,
