row_label,col_1,col_2
Total number of cases closed before issuance of complaint,451,100.0
Agreement of the parties-Informal settlement,212,470
Before 10(k) notice,194,430
"After 10(k) notice, befoie opening of 10(k) hearing",14,31
"After opening of 10(k) healing, befoie issuance of Board decision and determina- tion of dispute",4,00
Compliance with Board decision and determination of dispute,29,64
Withdrawal,157,34.8
Before 10(k) notice,140,31.0
"After 10(k) notice, before opening of 10(k) healing",12,2.7
"After opening 0110(k) heating, befoie issuance of Boat d decision and dam mina-",1,02
tion of dispute Aftei Boat d decision and determination of dispute,4,0.0
Dismissal*,53,118
Before 10(k) notice,50,11.1
"After 10(k) notice, before opening of 10(k) hearing",1,02
"After opening 0110(k) heaiing, before issuance of Boaid decision and determina- tion of dispute",0,
By Board decision and detei /ruination of dispute,2,05
