row_label,col_1,col_2,col_3
13-RC-199-,"International Harvester Co., Motor Truck Parts Department.",10-RC-144 16-RC-12,Linde Air Products Co. Linde Air Products Co.
17-RC--5,International Harvester Co.,35-RC-20 35-RC-21 2-RC-205,Linde Air Products Co. Linde Air Products Co. Linotone Corp.
20-RC-3,International Harvester Co.,14-RC-116,Loose Leaf Metals Co.
32-RC-20,International Harvester Co.,1-RC-121,"McCristy, W. A., Co., The."
2-RC-45,"International Nickel Co., Inc.",6-RC-12 13-RC-10,McCrosky Tool Corp. McGill Metal Products
14-RC-266,International Oil Burner,,Co.
13-RC-210,Co. International Register Co.,13-RC-117 16-RC-118,"McGuire Industries, inc. McKissick Products Corp."
17-RC-172 33-RC-3 33-RC-4,"Interstate Bakeries, Inc. Isbell Construction Co. Isbell Construction Co.",10-RC-160,"M&MClays, A. R. Mohr & Homer. M. Mier, d/b/a."
14-RC-215,Jackes-Evams Manufac- turing Co.,4-RC-150,Mack-International Motor Truck Corp.
2-RC-240 1-RC-183,"Jenkins Bros., Inc. -John, B., Manufacturing",16-RC-116 1-RC-38,Magnolia Petroleum Co. Malkin Motor Freight
,"Co., The.",14-RC-284,Co. Marsh Stencil Machine
14-RC-6 14-RC-247,"John's Body Co. Johnson, William C., &",,Co.
5-RC-7,"Sons Machinery Co. Jordan, Thaden, Furni- ture Corp.",14-RG-104 13-RC-79,"Marstan Typewriter Co. Masterform Tool Co., Barbara K. Tittering-"
21-RC-149,KOBL Radio Station.,37-RC-1,"ton. Maui Publishing Co., Ltd."
18-RC-6 17-RC-83,"KSTP, Inc. Kansas City Coca-Col4 Bottling Co.",13-RC-88,Maxanee Button & Sup- ply Co.
17-RC-56,Kansas City Star Co.,4-RC-6,Merchant Calculating Machine Co.
14-RC-45 1-RC-260,Karr Range Co. Kenny Manufacturing Co.,2-RC-41 13-RC-154,Metal Etching Corp. Metropolitan Chevrolet
13-RO:132 14-RC-146 14-RC-147,"Kent Distributors, Inc. Key Co. Key Co.",14-RC-307 13-RC-91,"Co. Meyer, Charles, & Co. Midland Die & Engrav-"
1-RC-312 14-RC-12,Knapheide Manufactur- ing Co.,13-RC-11,ing Co.
,"Kiley, James A., Co.",18-RC-51,Midwest Tool Works. Minneapolis Electric Steel
14-RC-272 14-RC-152,"Knapp-Monarch Co. Knight, W. B.,",18-RC-53,Casting Co. Minneapolis Honeywell Regulator Co.
,Ma- chinery Co.,,"Mita, Frank P., & Co."
14-RC-169,Laclede-Christy Clay Products Co.,4-RC-138 21-RC-292 14-RC-185,"Mitchell Camera Corp. Modern Engineering Co.,"
14-RC-181 4-RC-3,Lambert Engineering Co. Lamont Gear & Machine Co.,20-RC-139,Inc. Moline Power & Imple- ment Co.
1-RC-119 14-RC-190,"Lang Jewelry Co. Lasalco, Inc. Lehmann Machine Co.",17-RC-143 10-RC-21,Monarch Machine Co. Montgomery Ward & Co.
14-RC-230 14-RC-126,Lewis Invisible Stitch Machine Co.,21-RC-180,Montgomery Ward & Co.
,Liberty Products Corp. Products,21-RC-247,Montgomery Ward
2-RC-10 18-RC-31,-Liberty Manu- facturing Co.,,& Co.
6-RC-19,Linde Air Products Co.,17-RC-178,"Muehlebach, George, Brewing Co."
8-RC-57 8-RC-58,Linde Air Products Co. Linde Air Products Co.,17-RC-144,"Mueller, Paul, Co."
,,,Murray Manufacturing
,Linde Air ProductsCo.,,"Co., The."
8-RC-73,Linde Air Products Co.,9-RC-15,
10-RO-143,,,
