row_label,col_1
19-R-1895,Armour & Co.
9-R-2589,Armour Fertilizer Works.
16-11-2241,"Armour Fertilizer Works, Inc."
1-11-8608,Arms Textile Co. & Stark-Amoskeag Woolen
9-11-2286,"Armstrong Metal Products, Inc."
1-11-8199,"Arteraft Metal Products, Inc."
5-11-2979,"Arvonia Buckingham Slate Co., Inc."
5-R-2429,Associated Brewers of The Fifth Region.
18-R-4299,"Associated Products, Inc."
5-R-2799,"Atlanta Co., The."
10-RE-46,"Atlanta Co., The."
11-11-1240,Atmospheric Nitrogen Corp.
2-11-6857,"Ballantine, P., & Sons."
9I-11-1289,Ball Bros. Co.
6-R-1427,Barnhart-Davis Co.
1-14-8716,"Barrington, Howard & Co."
5-11-2916,"Bata Shoe Co., Inc."
5-11-2769,Beacon Mfg. Co.
16-R-1936,Beaumont Cotton Compress Co.
10-11-2165,Bemis Bros. Bag Co.
5-11-2917,Bendix Aviation Corp.
2-8-7079,"Bergen Precision Casting Co., Inc."
18-11-8928,"Berg Mfg. & Sales Co. Berkshire Chemical Co., The."
2-R-7828,
3-11-1268,Bloomer Bros. Co.
10-R-285,Blue Ridge Glass Corp.
10-R-2327,Blue Ridge Glass Corp.
9-R-11.08,Bonney-Floyd Co.
5-11-2412,Bordens Mfg. Co.
14-11-1546 5-R-2519,"Borg-Warner, Norge Division. Bost Building Equipment Co."
,"Boston Metals Co., The. ."
5-11-2418,Buckeye Cotton Oil Co.
10-11-2504,Buckeye Cotton Oil Co.
15-11-1989,"Buckeye Electrical Mfg. Co.,"
8-11-2832,The. Co.
8-11-2519,Buckeye Electrical Mfg.
9I-11-1286,Bucyrus-Erie Co.
4-R-2196,Buffalo Tank Corp. Burger Iron Co.
9-11-2422 2-R-7108,"Burns, Jabez & Sons, Inc."
1-11-8420,"Butterworth, H. W., & Sons Co."
21-11-3443,"California Furniture Shops, Ltd."
4-11-2325,"Newspapers, Inc."
- 1-11-3761,Call-Chronical Cambridge Screw Co.
23-R-204 23-11-205,Canada Dry Bottling Co. Canada Dry Bottling
8-11-2478,Co. Canfield Oil Co. -
1-11-3161,Cape Ann Tool Co.
9-11-1973 4-R-2277,"Carbide & Carbon Chemicals Cardinal Boxes, Inc."
,Corp.
,Carling Tile Co.
10-R-2044,"Cannel, J. P."
2-11-7176,Carnegie-Illinois
18-11-8221 18-11-8705,Steel Corp. Carnegie-Illinois Steel Corp.
5W-R-4 5W-R-13,"Carolina Coach Co., Carolina Coach Carolina Coach Co., Carolina"
,Co. Coach Co. Carolina Paper Board Corp.
,Carolina Power & Light Co.
5-11-2407 5W-R-19,Power & Light Co.
5W-R-20,
5-11-2759,Carolina Carolina Power & Light Co.
,Tractor Co.
,Caterpillar Caterpillar Tractor Co.
15M-R-15,Caterpillar Tractor Co.
17-11-1598 17-11-1613,
19-11-2103,Caterpillar Tractor Co.
19-11-2056,Centennial Flouring Mills
,Co.
