row_label,col_1
20-R-1954,Suniand Industries Co.
11-R-1285,Sunlight Coal Co. Products Co.
20-R-1668,Superior Olive
1-R-3565,"Sussex Hats, Inc."
18-R-1531,Swan Engineering & Machine Co.
19-RE-26,Swanson Bros. Logging Co.
8-R-2378,Swartzbaugh Mfg. Co.
17-R-1070,Swift & Co.
18-R-1573,"Swift & Co., Dairy & Poultry Plant."
18-R-1585,Swift & Co.
18-R-1599,Swift & Co.
3-R-1459,"Symington-Gould Corp., The."
10-R-2511,"Tamiami Trail Tours, Inc. Tampa Transit Lines, Inc."
10-R-1930,
10-R2451,Taylor Department Stores.
11-R-1121,Tecumseh Coal Co. (Tecumseh Mine).
7-R-2415,Teesdale Mfg. Co.
1-R-8518,"Telechron, Inc."
10-R-21/5,"Tennessee Coal, Iron & R. R. (Fairfield"
10-R-2544,"Co. Tennessee Coal, Iron & R. R. Co."
10-R-2562,Tennessee Valley Broadcasting Co.
16-R-2148,"Texarkana Casket Co., The."
21-8-8597,"Texas Co., The. Texas"
16-R-2029,Hardwood Mfg. Co.
16-R-1878,Texas-New Mexico Pipe Line Co.
16-R-2022 4-R-2342,"Texas Pipeline Co. Textile Machine Works Inc., Machine"
1-R-3256,"Textron, Inc."
1-R-3400,"Textron, Inc."
1-R-8401,"Textron, Inc."
1-R-8461,"Textron, Inc."
' 1-R-8547,"Textron, Inc."
18-R-1664,"Theiler Carl & Joe, Inc."
,"Theiler Carl & Joe, Inc."
18-R-1742,Co.
4-R-2101,Thermoid Thomas & Howard Co. of
10-R-2110,Charleston. Thomas Truck & Castor Co.
18-R-1662,"Products, Inc., & Thompson"
8-R-2363,"Thompson Thompson Products, Inc."
8-R-2509,Associated Oil Co.
1-R-8474 7-R-2293,Tidewater Timken-Detroit Axle Co.
17D-R-26 5-R-2486,Tivoli Union Co. Machinery
,Tobacco Corp.
16-R-1789,"Galveston Dry Docks, Inc."
21-R-3321,"Todd Pacific Shipyards, Inc."
,"Todd Casket Co., The."
8-R-2274,Toledo Times.
8-R-2471,"Toledo Tool Die Engineering Co.,"
8-R-2580,"Casting Division. Co., The."
9-R-2394,Trailmobile
17-R-1553,Trailways Union Bus Depot. Treasure Island Food
,Products. Auto Spring Corp.
20-R-21188 6-R-1510,
10-R-1845,"Triangle Publications, Inc., McMurray Co."
,Triangle Tr-Cities Broadcasting
10-R-2572 1-R-3487,Mfg. Co.
,"Trimont Products,"
18-R-4891 U-R-1005,Trindl Ltd. Troy Refining Corp.
10-R-2015,Trueman Fertilizer Asphalt Co.
15M-R-28,Co. Trumbull Engineering
,"Iron & Car Co.,"
2-R-6690 2-R-6864,Turbine Co. Purl
8-R-2464,"Inc. W. S., Co., The."
,"Tyler, Nursery Furniture Co."
21-R-3619,Tyre
,tram% Inc.
2-R-7443,"Uarco, Inc."
18-R-3748,
,Mfg. Co.
,Unagusta
5W-R-86,
