row_label,col_1,col_2,col_3,col_4,col_5,col_6
"All types, total.",,,,,,
Elections,9020,1818,5378,94,1702,28
Eligible voters,597794,93478,370990,14066,118474,786
Valid votes,524013,77207,333037,11947,101426,596
R C eases,,,,,,
• Elections,8066,1591,4882,84,1503,6
Eligible voters,556100,86873,346171,13686,109166,204
Valid votes,489332,71283,311936,11594,94363,156
RM cases*,,,,,,
Elections,406,93,231,2,58,22
Eligible voters,14746,1957,10300,87,1820,582
Valid votes,12105,1706,8580,74,1303,440
RD cases,,,,,,
Elections,451,108,249,8,88,0
Eligible voters,20790,2867,13103,293,4127,0
Valid votes,16040,2573,11715,279,3473,0
UD eases.,,,,,,
Elections,97,26,16,0,55,
Eligible voters,6158,1781,1016,0,3361,
Valid votes,4536,1443,806,0,2287,
