row_label,Size of unit (number of employees),Number eligible to vote,Total elections,Percent of total,Cumulative percent of total,Elections in which representation rights were won by unions / AFL-CIO unions Number,Elections in which representation rights were won by unions / AFL-CIO unions Percent by size class,Elections in which representation rights were won by unions / Teamsters Number,Elections in which representation rights were won by unions / Teamsters Percent by size class,Elections in which representation rights were won by unions / Other national unions Number,Elections in which representation rights were won by unions / Other national unions Percent by size class,Elections in which representation rights were won by unions / Other local unions Number,Elections in which representation rights were won by unions / Other local unions Percent by size class,Elections in which no representative was chosen / Number,Elections in which no representative was chosen / Percent by size class
Total RC and RM elections,586214,7773,100.0,,2441,100.0,1227,100.0,456,100.0,243,100.0,3406,100.0,
