row_label,col_1,col_2,col_3
C. A. Lund Co. and Northland Ski Co,"July 6,1937 Sept. 8, 1937","July 9,1937 Sept. 30,1937 Mar. 14,1938 June 16,1938 Nov. 6, 1937 Sept. 16, 1937 Nov. 3,1937 July 26.1937","Apr. 5,1938"
"Caleo Chemical Co., Inc",,,"June 23,1938"
California Walnut Growers' Association,"Mar. 3, 1938",,
California Woodturning Co,,,
,"June 9,1938 Nov.",,
California Wool Scouring Co,"4,1937",,"Mar. 4, 1938"
Calumet Steel Division of Borg-Warner Corp,"Sept. 15, 1937",,"May 21,1938"
"Canadian Fur Trappers of N. J., Inc","Nov. 1,1937",,"Jan. 13,1938"
Capitol Greyhound Lines,"July 1,1937",,"Sept. 14,1937"
Carl Furst Stone Co,"Mar. 10,1938","Mar. 12,1938",4)
Carrollton Metal Products Co,"Sept. 2,1937","Sept. 2,1937",
Carolina Marble & Granite Works,"Dec. 15, 1937","Dec. 16, 1937",(I)
C. D. Mallory & Co,"Aug. 23, 1937","Aug. 24,1937","Sept. 17,1937"
Celanese Corporation of America,"July 6, 1937","July 6,1937",(I)
Do,do,do,"Sept. 24,1937"
"Central Greyhound Lines, Inc Central Truck Lines, Inc","July 1,1937","July 26,1937",
,"Feb. 26,1937","Mar. 2,1937","Aug. 12,1937"
"Centre Brass Co., Inc., & Enterprise Novelty Co_","Jan. 7,1938","Jan. 13, 1938",(0
"Century Mills, Inc Century Woven Label Co","Dec. 20,1937","Dec. 21, 1937","5,1938 Mar. (1)"
Charles R. McCormick Lumber Co,"Mar. 28,1938","Apr. 9,1938 Mar. 29,1938",
"Chase Brass & Copper Co., Inc","do Sept. 30,1937",Sept.,"May 5,1938 Nov. 8, 1937"
Chesapeake Lighterage Co,,"30,1937","Dec. 3, 1937"
DO,"Oct. 26,1937 do","Oct. 26,1937 do",Do.
Chicago Apparatus Co,"Dec. 13, 1937","Dec. 16,1937",(1)
Chicopee Manufacturing Corporation,"Sept. 27,1937","Sept. 27,1937","Dec. 8,1937 Aug. 11, 1937"
City Auto Stamping Co Clark Equipment Co,"July 9,1937 Mar. 1,1938","July 9,1937 Mar. 16, 1938",(I)
,,,"21,1937"
Clark & Wilson Lumber Co Cleveland Cliffs Iron Co,"Sept. 20,1937","Sept. 22, 1937",Oct.
Cleveland Equipment Works,"Jan. 24,1938 Mar. 10,1938","Feb. 7, 1938 Mar. 10,1938","(I) Apr. 22,1938"
Cleveland Worsted Mills Co,Aug.,"Aug. 10, 1937",
,"10,1937",,
Clinton Garment Co,"May 26, 1938","May 26,1938",4) ')
Clyde-Mallory Lines,"Jan. 11, 1938","Jan. 12, 1938","Feb. 19,1938"
C. 0. Bartlett & Snow Co,"Sept. 16,1937","Sept. 16,1937","Nov. 11,1937"
Do,do,do,Do.
"Coastal Freight Handlers, Inc Cohn, Hall, Marx & Subsidiaries & United Merchants &","June 30,1938",,(1)
"Manufacturers, Inc","Sept. 13,1937 Sept. 28,1937","Sept. 28, 1937 Oct. 2,1937","Mar. 25, 1938"
"Columbia Broadcasting System, Inc Do","May 26,1938","May 26,1938",(1)
Columbian Line,Aug.,"Aug. 24,1937","Sept. 17, 1937"
,"23,1937 Aug. 12,1937","Aug. 14,1937","Feb. 16,1938"
Combustion Engineering Co,,"Oct. 15,1937",
Condenser Corporation of America,"Sept. 2,1937 June 9,1938",(3),(I)
Connor Lumber & Land Co Consolidated Aircraft Corporation,"May 10, 1938","May 12, 1938","June 22,1938"
Continental Oil Co,"Mar. 3,1938","Mar. 18,1938",
Cornell Dubilier Corporation,Sept.,"Oct. 30,1937 Apr.",- (4i
Cosmolite Corporation,"2,1937 Apr. 7,","8,1938",May
"Cote Baking Co., Inc","1938 Mar. 7, 1938","Mar. 8,1938",
Cottman Co,"Oct. 26,1937","Oct. 26,1937","9,1938 Dec. 3,1937"
Do,do,do,"Do. Jan. 27,1938"
Cudahy Bros. Packing Co,"Dec. 6,1937 Oct. 4,1937","Dec. 6,1937 Oct. 4,1937","Dec. 30,1937"
Cudahy Packing Co Do,"July 19,1937","July 22,1937",
Do,"12, 1938","June 29,1938",
Cunard White Star Lines,"May 20, 1938",(3),
Cupples Match Co,"Nov. 29,1937","Dec. 14,",
,June do,1937 do,
Do Curtis Bay Towing Co,"Oct. 26,1937","Oct. 26,1937","Dec. 3, 1937"
Do,do,do,"Do. May 26, 1938"
"Cutler-Hammer, Inc Daily Mirror, Inc","Apr. 11, 1938 Dec. 4,1937","Apr. 14,1938 Dec. 13,1937","Feb. 17,1938"
Danahy Packing Co,"Aug. 12,1937","Aug. 12,1937","Sept. 17,1937"
David and Hyman Zoslow,"13,1938","Jan. 14, 1938",(1)
Davis Packing Co,"29,1938",Mar.,(I)
Delta Line,"Jan. Mar. June 20,1938",,
,,"30,1938",
Des Moines Steel Co,"Mar. 8,1938","Mar. 9,1938","Apr. 8,1938"
Detroit Gasket and Manufacturing Co,"May 26,1938","June Feb. 15,","(I) Mar. 21, 1938"
Diamond Iron Works,"Feb. 15,1938","21,1938",
Dickson-Jenkins Manufacturing Co,"May 5,1938","1938 May 21,1938",
,"June 20,1938",( 3 Oct.,Dec.
Donaldson Atlantic Line,"Oct. 26,1937",,"3,1937"
Donaldson Towing &,,,
Lighterage Co,,"2)6,1937",
