row_label,col_1,col_2,col_3,col_4,col_5,col_6
"All types, total:",,,,,,
Elections.................................,"3 1,938",92,1588,0,256,2
Eligible voters........................,135519,8825,100585,0,26036,73
Valid votes.............................,105977,6436,82043,0,17426,72
RC cases:,,,,,,
Elections.................................,1500,74,1233,0,192,1
Eligible voters........................,101934,8035,72709,0,21120,70
Valid votes.............................,80071,5850,60386,0,13766,69
RMcases:,,,,,,
Elections................................,23,0,15,0,7,1
Eligible voters........................,1004,0,830,0,171,3
Valid votes.............................,831,0,715,0,113,3
RD cases:,,,,,,
Elections.................................,358,16,299,0,43,0
Eligible voters........................,25611,617,21347,0,3647,0
Valid votes.............................,21012,489,17809,0,2714,0
UD cases:,,,,,,
Elections.................................,57,2,41,0,14,
Eligible voters........................,6970,173,5699,0,1098,
Valid votes.............................,4063,97,3133,0,833,
