row_label,col_1
10-R-1861,"Acme Boot Mfg. Co., Inc."
10-11-2034,Alabama Marble Co.
9-R-2092,"Allied Chemical & Dye Corp., The Barrett Division."
18-R-1640,All Steel Welded Truck Co.
2-11-7468,American Felt Co.
10-11-2234,American Oil Co.
10-R-2189,"American Rag Stock Co., Jake & Josephine Lipsitz."
13-RA059,Armour & Co.
16-R-2167,Armour & Co.
19-11-1810,Armour & Co.
13-11-3629,"Arthur, W., & Co., Inc."
13-11-3606,"Aurora Wall Paper Mill, Inc."
8-11-2449,"Babcock & Wilcox Co., The."
13-11-4095,"Banta, George, Publishing Co."
3-11-1347,"Barthelmes, K., Mfg. Co. & Nunn Brass Works."
,"Bassick-Sack Co., Inc."
5-R-2540,
8-R-2483,"Belden Brick Co., The. Berry-McAfee Box Co., R."
10-11-2206,R. Berry.
16-11-2158,Blackwell Cheese Co.
5-11-2564,Blue Ridge Stone Corp.
10-11-1848,Borden Co.
19-11-2111,"Brewster Pateros Processors, Inc."
5-R-2451,Briggs Mfg. Co.
14-11-1561,Brown Shoe Co.
21-11-3394,Brunswig Wholesale Drug Co.
6-11-1496,Buckeye Coal Co.
7-11-2611,Bull Dog Electric Products Co.
16-R-2221,Burns Feed Mills.
7-11-2521,Cadillac Gage Co.
8-11-2147,Canfield Oil Co. (Plant No. 1).
8-11-2177,Central Ohio Light & Power Co.
13-11-3730,Chicago Rotoprint Co.
15-11-1901,Clinton Lumber Corp.
21-11-3687,Columbia Pictures Corp. et al.
13-11-4133,Commercial Furniture Co.
1-11-3266,"Connecticut Cabinet Co. Cook, J. B. Auto Machine"
10-R-2177,"Co., Inc. Shirt Co."
10-11-1744,Cookeville
7-11-2347,Coopersville Cooperative Elevator Co.
10-11-1877,Cordele Mfg. Co.
21-R-3433,"Cousins Tractor Co., Inc."
,Cumberland Tobacco
10-11-2393 16-11-2065,Works. Cummer-Graham Co.
2-11-6602,"Danly Machine Specialities Inc. Leuw, Cather & Co."
13-11-3627 13-RA232,De DeVry Corp.
10-11-2588,Dixie Wholesale Grocery Dollinger Corp.
3-11-1322,"Co., Inc."
,"Pont, E. I. de Nemours & Co."
5-11-2810,du Metal Products Co.
13-11-4113,Duro
16-11-2096,East Texas Electric Steel Co. Power Co.
14-R-1463,"Egyptian Electric Auto-Lite Co.,"
8-R-2354 8-R-2433,"Spark Plug Division, The. Co."
,Electro-Metallurgical Ely-Walker Dry Goods Co.
18-R-1756,
10-11-2410,"Fagen, A. A. Fairchild Advertising,"
1-R-3341,Inc. Fairmont Creamery Co.
17-11-1707 18-R-1706,Fairmont Creamery Co.
7-11-2311 13-11-3918,"Federal-Mogul Corp. Field Enterprises, Inc."
