row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Total number of cases closed........................................,2690,100.0,2031,100.0,67,100.0,592,100.0,96,100.0
Before issuance of notice of hearing......................................,307,11.4,173,8.5,18,26.9,116,19.6,50,52.1
"After issuance of notice, before close of hearing...................",2074,77.1,1615,79.5,29,43.3,430,72.6,34,35.4
"After hearing closed, before issuance of decision..................",47,1.7,39,1.9,1,1.5,7,1.2,1,1.0
After issuance of Regional Director's decision......................,176,6.5,137,6.7,11,16.4,28,4.7,9,9.4
After issuance of Board decision 2 ..........................................,86,3.2,67,3.3,8,11.9,11,1.9,2,2.1
