Size of unit (number of employees),Number eligible to vote,Total elections,Percent of total,Cumulative percent of total,A. Certification elections [RC and RM] / AFL-CIO unions / Number,A. Certification elections [RC and RM] / AFL-CIO unions / Percent by size class,A. Certification elections [RC and RM] / Teamsters / Number,A. Certification elections [RC and RM] / Teamsters / Percent by size class,A. Certification elections [RC and RM] / Other national unions / Number,A. Certification elections [RC and RM] / Other national unions / Percent by size class,A. Certification elections [RC and RM] / Other local unions / Number,A. Certification elections [RC and RM] / Other local unions / Percent by size class,Elections in which representation rights was won by / No representative was chosen / Number,Elections in which representation rights was won by / No representative was chosen / Percent by size class
Total RC and RM,565108,8061,100.0,,2864,100.0,1148,100.0,246,100.0,203,100.0,6000,100.0
"All size classes (Under 10 through 5,000 and over)",,,,,,,,,,,,,,
