row_label,col_1
2-R-7297,"National Foundry of New York, Inc."
10-R-2468,National Kaolin Products Co.
14-R-1578,National Mattress Co.
21-R-4011,National Metal & Steel Corp.
2-R-6652,National Silver Co.
2-R-6755,National Silver Co.
18-R-4188,National Transformer Corp.
8-R-2476,National Tube Co.
5-R-2690,Nebel Knitting Co.
18-R-4212,Neff Concrete Products Co.
8-R-2662,"Neon Products, Inc."
8-R-2180,"Newark Stove CO., The."
7-R-2826,Newcomb Detroit Co.
1-R-8664,"New England Retinning, Inc."
6-R-1588,New Enterprise Stone & Lime Co.
1-R-3458,New Jersey Rubber Co.
1-R-8452,Newman-Crosby Steel Corp.
15-R-1848,New Orleans Coal & Bisso Tow Boat Co.
6-8-1561,News Publishing Co.
16-R-2060,York Merchandise Co.
9-R-2880,"New Noma Electric Corp., of Maryland, K-D Lamp Division."
4-R-9481,Norristown Magnesia & Asbestos Co.
16-R-2146,"Norris, W. C., Mfg., Inc."
,North Carolina Pulp Co.
5-14-2859 6-8-1715,Northeastern Container Corp.
17D-R-24,Northern Utilities Co.
18-R-8877,Northwest Engineering
6-R-1469,Co. Northwestern Mining & Exchange Co.
18-R-8682,"of Erie, Pennsylvania. Northwestern Publishing Co. (WDAN), a corporation."
5W-R-87,Norwood Veneer Co.
18-R-8672,"Ohio Chemical & Mfg. Co., The, Scanlon-Morris Division."
8-R-2468 8-R-2626,"Ohio Power Co., The. Power Co., The."
,"Ohio Ohio Public Service Co.,"
8-R-2827,The. Rubber Co.
8-R-2575,Ohio
,"Telephone Service Co. Corp., The."
8-R-2842 9-R-2616,Ohio Ohmer
2-R-7827,Okonite Co. Dominion Box Co.
5-R-2488 1-R-8422,"Old Olin Industries, Inc."
,"Corp., The. Corp., The."
18-R-8507 18-R-8777,"Oliver Oliver Corp., The."
14-R-1518,Cold
,Oliver Storage Co.
17-R-1644,Omaha Orleans Materials & Inc.
15-R-2184,"Equipment Co., Joseph R."
21-R-8487,"Osherenko, Owens-Corning Fiberglass Corp."
1-11-3679 8-R-2269,Fiberglass Corp.
15-R-1876,Owens-Corning Owosso Mfg. Co.
,Pacific Car & Foundry
19-R-2087,Co. Car & Foundry Co.
19-R-2045,Pacific Pacific Gas & Electric Co.
20-R-1712,Gas & Electric Co.
20-R-1791 1-R-8287,Pacific Mills. Telephone & Telegraph
,Pacific
19P-R-27 19-R-2075,"Pacific Co., The. Pacific Telephone & Co., The."
,Telegraph Tube Co. Packard Motor Car Co.
,Pacific
21-R-8580,Packers Association of
8-8117-27,"Chicago, al. Engineering, Inc."
18-R-4060 2-R-6868,"The, et Laundry & Dry Cleaning Corp."
,"Paint Palace Palmer, G. L., Packing Co."
5-R-2986,Rubber Co.
,Paragon
15-R-2118,Paramount Flag Co.
,Paramount Shoe Mfg.
1-R-8216,
20-R-1925,
14-R-1499,
,Co. Parkchester Machine
2-R-7182,
,Corp.
