row_label,col_1
,"Chesapeake Paperboard Co., The."
5-R-2512 18-R-4149,"Chicago Journal of Commerce, Inc."
15-R-1694,Chicago Mill & Lumber Co.
15-R-2169,Chicago Mill & Lumber Co.
7-R-2884,Chicago Pneumatic Tool Co.
13-11-8780,Chicago Rotoprint Co.
11-R-1070,"Christian Coal Co., Thomas Christian d/b/a."
6-11-1518,Christopher Coal Co.
7-11-2502,Chrysler Corp.
7-11-2413,Chrysler Corp.
7-11-2505,Chrysler Corp.
21-R4882,Chrysler Motors of California.
9-R-2142,"Cincinnati Gas & Electric Co., The, and its affiliate, The Union"
10-11-2120,Heat & Power Co. City Compress & Warehouse
,Co.
10-R-2465,City Ice & Fuel Co.
7-R-2607,Clarage Fan Co.
10-R-2296,"Clawson & Bala, Inc."
6-11-1726,Clearfield Machine Co.
18-R-8965,Clements Manufacturing Co.
8-R-2249,"Cleveland Quarles Co., The Sterling Grinding Wheel Division."
15-11-1901,Clinton Lumber Corp.
5-R-2902,Coast-In Pontiac Co. Colonial Corp.
1-11-8228 17D-R-1,Colorado-Wyoming Gas Co.
,Columbia Broadcasting
2-8-6599 14-11-1571,"System, Inc. Columbia Broadcasting System, Inc."
18-R-4880,Envelope Co.
,"Columbia Mills Inc., The"
18-R-4085,"Columbia Columbia Pictures Corp., et"
21-11-3687,"al. Combustion Engineering Co.,"
10-11-1842,Inc. Furniture Co.
18-R-4183,"Commercial Printers, Inc."
10-R-2616 10-RE-28,"Commercial Printing Co., Inc."
,Commercial Solvents Corp.
,"Commercial Pipe & Products Co.,"
15-R-2196 5-R-2925,Inc.
2-11-6681,"Concrete Congoleum-Nairn, Inc. Connecticut Cabinet Co."
1-11-8266 2-8-7112,"Edison Co., New"
,Consolidated Consolidated Electrical
,"York, Inc. Products & Electrical Gas Utilities Corp."
18-R-8659 16-8-1897,"Apparatus Consolidated Consolidated Pipe Co., The."
21-11-8850,Steel Corp.
16-11-2120,Consolidated Telegraph & Electrical Subway Co.
,Consolidated Vultee Aircraft Corp.
2-11-7418 10-R-2546,Consolidated Vultee Aircraft Corp.
,Vultee Aircraft Corp.
21-R-8252,Consolidated
21-R-3981 18-R-8995,Consolidated Hosiery Mills.
,"Constant Can Co., Plant No. 8."
,"Can Co., Inc."
2-11-6510 2-R-7585,Continental Continental
,"Continental Can Co., Inc. Can Co., Inc."
2-11-7642 4-R-2586,"Continental Continental Can Co.,"
14-R-1514,National
,Stock Yards. Foundry & Machine Co.
6-R-1507,Continental Continental Gin Co.
10-11-2852,Motors Corp.
,Continental Continental Oil Co.
7-R-2306 16-11-2099,"J. B., Auto"
10-11-2177 7-11-2947,"Cook, Machine Co., Inc. Coopersville Cooperative Elevator"
15-11-2077,Co. Copolymer Corp.
15-11-1820,Corinth Machinery Co.
6-11-1467,Costanzo Coal Mining
,Co. &
6-11-2645,Louisville Times Co. Post Co.
4-11-2188,"Courier-Journal Tractor Co., Inc."
21-11-8488,Courier Crane Co.
,Cousins
18-11-4042,Co. •
18-11-4809,
,Crane
,Credit Bureau of Greater
1-11-8476,
,Boston.
