row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
,140,73,69,2,2,67,7521,6537,3603,3506,30,67,2934,4040
Washington,142 64,64 26,60 22,1,3,78 38,8116,"6,605 2,297","3,478 1,123","3,023 901",345 69,110 153,"3,127 1,174","4,057 1,085"
Oregon,,,,2,2,,2645,,,,,,,
California,410,218,206,1,11,192,23309,19619,9788,8410,238,1140,9831,10077
Alaska,29,15,15,0,0,14,1044,850,455,455,0,0,395,394
Hawaii,49,23,20,0,3,26,2512,2114,1016,717,0,299,1098,1049
Guam,4,1,1,0,0,3,771,680,238,238,0,0,442,84
Pacific,698,347,324,4,19,351,38397,32165,16098,13744,652,1702,16067,16746
Perto Rico,46,29,5,0,24,17,3056,2653,1457,162,0,1295,1196,1695
Virgin Island,7,5,5,0,0,2,517,405,212,212,0,0,193,229
Outlying Areas,53,34,10,0,24,19,3573,3058,1669,374,0,1295,1389,1924
"Total, all States and areas",3795,1856,1650,54,152,1939,250726,217595,105313,89192,4602,11519,112282,100535
