row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Maine,3,2,1,1,0,1,155,130,73,9,64,0,57,144
New Hampshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vermont,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Massachusetts,8,4,4,0,0,4,215,209,113,113,0,0,96,151
Rhode Island,1,0,0,0,0,1,194,174,81,81,0,0,93,0
Connecticut,9,2,2,0,0,7,550,508,182,182,0,0,326,178
New England,21,8,7,1,0,13,1114,1021,449,385,64,0,572,473
New York New Jersey,33 13,13,7 4,0 0,6 0,20 9,"1,202 499","1,030 365",542 172,290 172,0 0,252 0,488 193,785 332
Pennsylvania,28,4,,,,18,,,508,,,,,758
,,10,9,1,0,,1161,1002,,480,17,11,494,
Middle Atlantic,74,27,20,1,6,47,2862,2397,1222,942,17,263,1175,1875
Ohio Indiana,25,7,7,0,0 0,18,"1,774 238","1,340 218",617 92,617 92,0 0,0 0,723 126,799
,10 26,4 10,4,0,,6 16,,976,545,,0,,,99
Minois,,,10,0,0,,1078,,,541,,4,431,654
Michigan .,38,14,14,0,0,24,1650,1390,716,716,0,0,674,892
Wisconsin,21,5 40,5 40,0,0,16 80,"1,064 5,804","977 4,901",450,450,0,0,"527 2,481",445
East North Central,120,,,0,0,,,,2420,2416,0,4,,2889
Iowa Minnesota,7 14,0,0,0,0 1,7,141 892,130 715,39 330,39 316,0 0,0 14,91 385,0
Missouri,22,6 6,5 6,0 0,0,8 16,381,340,150,150,0,0,190,433 138
Notth Dakota,0,0,0,0,0,0,0,0,0,0,0,0,0,0
